"id","qdap_value_ampl","qdap_nword"
"46006","0.7701","159"
"46007","0.9881","410"
"46008","0.0163","134"
"46009","0","13"
"46010","0.22212","249"
"46011","0.084","61"
"46012","-0.5412","33"
"46013","-6.87926","1060"
"46014","-0.03594","555"
"46015","0","6"
"46016","0.004","41"
"46017","0","4"
"46018","0.6047","62"
"46019","0","32"
"46020","2.38494","412"
"46021","-1","9"
"46022","1.2218","1579"
"46023","0","16"
"46024","-1.0328","25"
"46025","-1.1183","353"
"46026","-1.5711","225"
"46027","-1.514","25"
"46028","0","27"
"46029","-0.4215","25"
"46030","0.2068","78"
"46031","0.4983","124"
"46032","0","12"
"46033","0","4"
"46034","0","6"
"46035","0.2038","31"
"46036","-12.47346","1285"
"46037","-0.1679","35"
"46038","0","6"
"46039","0.004","44"
"46040","-0.11028","552"
"46041","0","63"
"46042","-0.2904","714"
"46043","0","4"
"46044","1.65366","726"
"46045","0.008","23"
"46046","0.004","18"
"46047","-1.97018","213"
"46048","-10.90752","1045"
"46049","5.06154","826"
"46050","-2.21112","5195"
"46051","-3.4037","1500"
"46052","-2.0477","1723"
"46053","1.57898","1185"
"46054","-12.6948","1677"
"46055","-3.99722","460"
"46056","-3.57488","2072"
"46057","-1.8008","75"
"46058","-2.952","774"
"46059","-0.1215","28"
"46060","-1.0566","308"
"46061","0","27"
"46062","1.201","907"
"46063","0","6"
"46064","-8.11134","1302"
"46065","0.02","114"
"46066","4.03098","637"
"46067","-1.349","24"
"46068","0.69094","160"
"46069","-5.15816","971"
"46070","-5.79426","2415"
"46071","0.25718","271"
"46072","-0.5388","890"
"46073","4.17024","1701"
"46074","0","19"
"46075","-0.65334","376"
"46076","0.9972","207"
"46077","-0.95118","1114"
"46078","0","5"
"46079","0.39238","210"
"46080","0.6772","168"
"46081","0.0558","258"
"46082","-6.35794","1675"
"46083","-2.136","435"
"46084","-2.18124","1162"
"46085","-0.39916","100"
"46086","-0.1967","119"
"46087","0.008","81"
"46088","0.3597","82"
"46089","0.2286","98"
"46090","-2.5173","116"
"46091","0.3611","97"
"46092","-0.4224","99"
"46093","0.0665000000000001","101"
"46094","-0.5105","65"
"46095","0.0048","80"
"46096","-0.35814","95"
"46097","-7.19922","1101"
"46098","-2.503","362"
"46099","-21.32102","2171"
"46100","-4.24828","1552"
"46101","-6.9281","1044"
"46102","-4.48134","1412"
"46103","-4.73378","274"
