"id","qdap_value_ampl","qdap_nword"
"51429","-6.72676","1088"
"51430","-2.99482","2325"
"51431","-6.62112","701"
"51432","-8.28064","982"
"51433","-0.82804","1540"
"51434","-0.0908400000000001","1289"
"51435","-7.80224","815"
"51436","-2.42886","1365"
"51437","-11.75478","2114"
"51438","-6.79996","1835"
"51439","-3.7083","833"
"51440","-1.88204","368"
"51441","-0.77648","488"
"51442","-2.8104","510"
"51443","-1.74242","1280"
"51444","-7.39576","3018"
"51445","-17.83048","3022"
"51446","-3.71694","2377"
"51447","-5.12154","519"
"51448","-0.2753","308"
"51449","1.25848","728"
"51450","1.30534","998"
"51451","-2.61814","1102"
"51452","-11.90282","2296"
"51453","1.14954","1399"
