"id","value","nword"
"1710",-0.0423352418482506,766
"1711",0.00682493911323925,1213
"1712",-0.00509510159993212,829
"1713",0.0466726085662875,707
"1714",0.0485143292258826,927
"1715",0.0371825300976764,551
"1716",0.0506159890460261,242
"1717",-0.0100120316508578,630
"1718",0.0045894706782721,253
"1719",-0.040440714904887,872
"1720",-0.0460451939562767,1057
"1721",0.0259493867383751,491
"1722",-0.00755780726826408,355
"1723",-0.0162601201834392,537
"1724",-0.0533103258374056,1213
"1725",-0.0563841920166903,384
"1726",-0.0697159223103591,2154
"1727",-0.0218676903950024,1370
"1728",-0.0376470744996135,2024
"1729",-0.00347202887662586,323
"1730",-0.0383038811908887,350
"1731",-0.0121589774789385,1650
"1732",-0.0593820197231133,1479
"1733",-0.0656165893099371,1746
"1734",-0.00321959944879592,524
"1735",-0.0559860473863944,1281
"1736",0.00194751698584325,946
"1737",-0.0643990399349075,952
"1738",0.010716083544331,533
"1739",-0.0392827171524974,1848
"1740",-0.006797858604891,1191
"1741",-0.00576679279216409,2914
"1742",-0.0569738527805716,302
"1743",0.0155359708800117,363
