"id","qdap_value_ampl","qdap_nword"
"49432","-0.4155","738"
"49433","1.5023","531"
"49434","-0.61486","953"
"49435","-6.17618","2025"
"49436","-3.77248","1657"
"49437","0.799440000000001","1356"
"49438","1.65712","725"
"49439","1.28512","2231"
"49440","0.0822000000000001","1210"
"49441","-3.6417","385"
"49442","-2.93114","699"
"49443","0.5688","247"
"49444","-0.73476","411"
"49445","-1.3855","881"
"49446","-1.17938","188"
"49447","1.10834","829"
"49448","-5.69168","891"
"49449","-2.46966","1611"
"49450","-2.0801","896"
"49451","-2.65294","452"
"49452","-1.2937","526"
"49453","-1.38072","901"
