"id","Inflation","InflationMutationen"
"28083","0","0"
"28084","0","0"
"28085","0","0"
"28086","0","0"
"28087","0","0"
"28088","0","0"
"28089","0","0"
"28090","0","0"
"28091","0","0"
"28092","0","0"
"28093","0","0"
"28094","0","0"
"28095","0","0"
"28096","0","0"
"28097","0","0"
"28098","0","0"
"28099","0","0"
"28100","0","0"
"28101","0","0"
"28102","1","1"
"28103","0","0"
"28104","0","0"
"28105","0","0"
"28106","1","1"
"28107","0","0"
"28108","1","1"
"28109","0","0"
"28110","0","0"
"28111","0","0"
"28112","0","0"
"28113","0","0"
"28114","1","1"
"28115","0","0"
"28116","0","0"
"28117","0","0"
