"id","qdap_value_ampl","qdap_nword"
"43850","0.1024","229"
"43851","-0.18466","256"
"43852","0.1005","863"
"43853","-7.91234","1166"
"43854","-23.41048","4780"
"43855","0.9966","730"
"43856","-9.2404","1453"
"43857","0.07248","151"
"43858","1.02648","386"
"43859","-7.60194","2382"
"43860","1.50222","589"
"43861","2.153","1335"
"43862","-1.81276","2066"
"43863","-0.86644","1519"
"43864","-0.4084","231"
"43865","-0.57032","676"
"43866","3.74614","1510"
"43867","-5.27972","933"
"43868","-5.0819","1473"
"43869","-1.07064","1015"
"43870","-0.4057","199"
"43871","-9.3919","1940"
"43872","-6.00916","652"
"43873","-3.0886","855"
"43874","-3.46194","1024"
"43875","-7.55598","2037"
"43876","-0.44028","277"
"43877","0.85268","596"
"43878","0.93458","271"
"43879","-4.6077","408"
"43880","-3.23598","469"
"43881","-1.32064","583"
"43882","-2.0208","286"
"43883","-4.66244","775"
"43884","-2.34252","585"
"43885","-3.8875","775"
"43886","-1.90016","433"
"43887","-1.58214","625"
"43888","-1.16458","535"
"43889","-1.59678","405"
"43890","-0.9602","163"
"43891","-0.000799999999999999","28"
"43892","-3.25214","285"
"43893","-2.261","510"
"43894","-0.7685","188"
"43895","-4.28974","466"
"43896","1.84406","960"
"43897","-5.77818","641"
"43898","-8.609","1294"
"43899","-1.9814","270"
"43900","-0.60306","457"
"43901","1.13978","964"
"43902","-1.83612","1416"
"43903","-3.96938","628"
"43904","-5.70236","601"
"43905","-15.63464","1552"
"43906","-2.19792","1886"
"43907","-3.38784","1040"
"43908","-0.4756","62"
"43909","-10.79166","1014"
"43910","-3.17918","700"
"43911","-1.93572","1530"
"43912","-7.13848","1262"
"43913","-1.82776","1558"
"43914","-1.0599","589"
"43915","-0.0819999999999999","308"
"43916","-7.68764","1423"
"43917","-3.92444","924"
"43918","-0.3394","253"
"43919","2.63184","871"
"43920","-0.14922","916"
"43921","0.3437","154"
"43922","-0.55196","249"
"43923","-0.1635","134"
"43924","-3.59996","674"
"43925","-1.14246","301"
"43926","-7.1206","1309"
"43927","-2.6365","154"
"43928","-6.21654","1432"
"43929","5.70974","1721"
"43930","-0.33732","900"
"43931","1.61888","252"
"43932","0.24692","257"
"43933","-0.2125","415"
"43934","-0.62376","659"
"43935","-3.24712","1480"
"43936","0","3"
"43937","-1.6631","313"
"43938","-2.096","527"
"43939","-1.90072","1066"
"43940","-3.174","594"
"43941","-2.50508","577"
"43942","0.2981","606"
"43943","-6.52264","549"
"43944","-1.5737","447"
"43945","-0.4173","188"
"43946","2.66602","990"
"43947","-2.66488","227"
"43948","-14.23074","3049"
