"title","number","date","keywords","link"
"Österreich: Neues aus dem Horst","2007.39.43293","2007-09-20","Politik, Österreich, Innenpolitik, Innenpolitik, Oesterreich","http://www.zeit.de/2007/39/Dorfer"
"Darfur: »Von der Welt vergessen«","2007.39.43294","2007-09-21","Politik, Darfur, Politik, Internationale_Beziehungen, Konflikt, Darfur, Sudan, Politik, Internationale_Beziehungen, Konflikt, Darfur","http://www.zeit.de/2007/39/Interview-Daeubler-Gmelin"
"Afghanistanpolitik: Alles oder nichts","2007.39.43295","2007-09-20","Politik, Afghanistanpolitik, Militaer, Bundeswehr, Militaer, Bundeswehr, Afghanistan","http://www.zeit.de/2007/39/Kasten-Mandate"
"SPD: Unten angekommen","2007.39.43296","2007-09-21","Politik, SPD, Politik, Innenpolitik, SPD, *Ute Vogt*, Politik, Innenpolitik, SPD, *Ute Vogt*, Baden-Württemberg","http://www.zeit.de/2007/39/LS-ZB-Vogt"
"Politische Öffentlichkeit: Die Anne Will in uns","2007.39.43297","2009-03-31","Politik, Politische Öffentlichkeit, Kultur, Medien, Moderator, Talkshow, Kultur, Medien, Moderator","http://www.zeit.de/2007/39/Talkshow"
"Österreich: Leben ohne Straße","2007.39.43298","2007-09-20","Politik, Österreich, Wohnen, Strassenbau, Wohnen, Strassenbau, Oesterreich","http://www.zeit.de/2007/39/Kaisertal"
"Pflegepolitik: Das Geheimnis guter Pflege","2007.39.43299","2007-09-20","Politik, Pflegepolitik, Politik, Innenpolitik, Pflege, Gesundheitspolitik, Politik, Innenpolitik, Pflege, Gesundheitspolitik, Altenpflege","http://www.zeit.de/2007/39/Pflegequalitaet"
"Sudan: Eskalation in Darfur","2007.39.43300","2007-09-21","Politik, Sudan, Politik, Internationale_Beziehungen, Konflikt, Sudan, Politik, Internationale_Beziehungen, Konflikt, Sudan, Darfur","http://www.zeit.de/2007/39/Darfur-Kasten"
"Antiterrorkampf: Panik an der Macht","2007.39.43301","2007-09-20","Politik, Antiterrorkampf, Politik, Innenpolitik, Terror, Antiterrorkampf, Politik, Innenpolitik, Terror, Antiterrorkampf, Rechtsstaat","http://www.zeit.de/2007/39/01-Sicherheit"
"Frankreich: Le Kraftmeier","2007.39.43302","2007-09-20","Politik, Frankreich, Frankreich, Sarkozy, Frankreich, Sarkozy, EU","http://www.zeit.de/2007/39/Sarkozy"
"Terror: Der Placebo-Paragraf","2007.39.43303","2007-09-19","Politik, Terror, Terror, Terrorist, Terrorcamp, Terror, Terrorist, Terrorcamp, Terrortraining","http://www.zeit.de/2007/39/Terrorcamp"
"Iran: Nur kein Krieg","2007.39.43304","2007-09-20","Politik, Iran, Politik, Iran, Atomstreit, Nuklearprogramm, Politik, Iran, Atomstreit, Nuklearprogramm, Sanktionen","http://www.zeit.de/2007/39/Iran"
"Deutsche Bahn: Zur Kasse bitte","2007.39.43305","2007-09-20","Politik, Deutsche Bahn, Deutsche Bahn, Deutsche Bahn, Bingen","http://www.zeit.de/2007/39/LS-Bingen"
"Östereich: Beauftragte des Volkes","2007.39.43306","2007-09-20","Politik, Östereich, Kulturbetrieb, Museum, Kulturbetrieb, Museum, Oesterreich","http://www.zeit.de/2007/39/Bundesmuseum"
"Irak: Ködern und schießen","2007.39.43307","2007-09-24","Politik, Irak, Irak, Scharfschützen, Irak, Scharfschützen","http://www.zeit.de/online/2007/39/irak"
"Pädophilie: Einfach nichts gesagt","2007.39.43308","2008-08-24","Politik, Pädophilie, Bayern, Kirche, Priesteramt, Pädophilie, Bayern, Kirche, Priesteramt","http://www.zeit.de/2007/39/LS-Paedophilie"
"Riester-Rente: Riesters Kleingedrucktes","2007.39.43309","2008-02-01","Wirtschaft, Riester-Rente, Geld_und_Boerse, Kapitalanlage, Geld_und_Boerse, Kapitalanlage, Rente","http://www.zeit.de/2007/39/G-Riesterrente-Kasten"
"Riester-Rente: Niemand kennt die Kosten genau","2007.39.43310","2007-09-25","Wirtschaft, Riester-Rente, Geld_und_Boerse, Kapitalanlage, Geld_und_Boerse, Kapitalanlage, Rente","http://www.zeit.de/2007/39/G-Riester-Rente"
"Werbung: Verona und die Bären","2007.39.43311","2007-09-22","Wirtschaft, Werbung, Werbung_und_Marketing, Werbung, Werbung_und_Marketing, Werbung, Zielgruppe","http://www.zeit.de/2007/39/Werbefiguren"
"Finanzkrise: Das große Flattern","2007.39.43312","2007-09-20","Politik, Finanzkrise, Wirtschaft, Wirtschaft, Wirtschaft_und_Konjunktur","http://www.zeit.de/2007/39/01-Weltwirtschaft"
