"id","Inflation","InflationMutationen"
"23264","0","0"
"23265","0","0"
"23266","1","1"
"23267","0","0"
"23268","0","0"
"23269","0","0"
"23270","0","0"
"23271","0","0"
"23272","0","0"
"23273","0","0"
"23274","0","0"
"23275","0","0"
"23276","0","0"
"23277","0","0"
"23278","0","0"
"23279","0","0"
"23280","0","0"
"23281","0","0"
"23282","0","0"
"23283","0","0"
"23284","0","0"
"23285","0","0"
"23286","0","0"
"23287","0","0"
"23288","1","1"
"23289","0","0"
"23290","0","0"
"23291","0","0"
"23292","0","0"
"23293","1","1"
"23294","0","0"
"23295","0","0"
"23296","0","0"
"23297","0","0"
"23298","0","0"
"23299","0","0"
"23300","0","0"
"23301","0","0"
"23302","0","0"
"23303","0","0"
"23304","0","0"
"23305","0","0"
"23306","0","0"
"23307","0","0"
"23308","0","0"
"23309","0","0"
"23310","0","0"
"23311","0","0"
"23312","0","0"
"23313","0","0"
"23314","0","0"
"23315","0","0"
"23316","0","0"
