"id","qdap_value_ampl","qdap_nword"
"49504","1.7926","950"
"49505","-3.32512","496"
"49506","-3.9798","777"
"49507","-3.28522","728"
"49508","-9.27594","1374"
"49509","-10.30094","1568"
"49510","-3.86676","786"
"49511","-0.38716","2098"
"49512","-1.94174","1376"
"49513","-4.0796","411"
"49514","-2.95912","534"
"49515","-4.6982","690"
"49516","-2.70976","869"
"49517","-6.39484","1215"
"49518","-1.93158","1230"
"49519","-2.03018","333"
"49520","-3.26308","2541"
"49521","-1.09554","812"
"49522","-0.4767","378"
"49523","-2.82336","847"
"49524","-1.78974","816"
"49525","-5.32548","689"
"49526","-5.44688","1215"
"49527","-1.8043","238"
