"id","qdap_value_ampl","qdap_nword"
"53333","-7.2895","1244"
"53334","-5.8081","1042"
"53335","-3.34","835"
"53336","-2.79808","1449"
"53337","-3.83206","1503"
"53338","-9.313","1965"
"53339","-12.74642","2037"
"53340","-3.28952","2011"
"53341","1.2513","1712"
"53342","0.0471999999999998","825"
"53343","-3.05698","837"
"53344","-2.96494","1510"
"53345","-2.7956","1571"
"53346","0.8672","711"
"53347","-0.95736","1210"
"53348","-3.44024","1021"
"53349","-2.65362","784"
"53350","0.30446","651"
"53351","-2.4252","1714"
"53352","-1.9263","525"
"53353","2.14182","1195"
"53354","-0.20616","396"
"53355","3.03782","2464"
"53356","0.65266","468"
"53357","-9.3872","1200"
"53358","-4.97422","1320"
"53359","-5.5599","1374"
"53360","-1.7023","664"
"53361","-7.19806","2683"
"53362","-1.61766","1180"
"53363","-1.87502","1246"
"53364","-2.77492","824"
"53365","-7.37058","1196"
"53366","3.81128","1347"
"53367","-4.74978","840"
"53368","-2.2673","1350"
"53369","-2.4166","523"
"53370","-2.5115","310"
"53371","-1.0063","236"
