"title","number","date","keywords","link"
"Hochschulranking: Warum ein Ranking?","2009.20.49082","2010-02-22","Politik, Hochschulranking, Fachhochschulen, Bertelsmann Stiftung, Dschungel, Forschung, Informatik, Medizin, Naturwissenschaft, Physik, Qualität, Student, Hochschulranking","http://www.zeit.de/2009/20/C-Ranking-2009"
"Wirtschaftskrise: Kurz und platt","2009.20.49083","2009-05-14","Politik, Wirtschaftskrise, Finanzkrise, Stimmung, Bevoelkerung, Deutschland, Wirtschaftskrise, Die Linke, NPD, SPD, Michael Naumann, Arbeitslose, Archiv, Bundespräsident, Hysterie, Mars, Präsidentschaftskandidat, Rechtsstaat, Republik, Rezession, Umfrage, USA, Weimar","http://www.zeit.de/2009/20/Zeitgeist-20"
"Italien: Politik als Porno","2009.20.49084","2009-05-14","Politik, Italien, Italien, Politik, Macht, Berlusconi-silvio, Medien, Medienpolitik, Silvio Berlusconi, Italien, Veronica Lario, Bischofskonferenz, Enkel, Europawahl, Frauenbewegung, Giulio Andreotti, Muammar al-Gaddafi, Oscar Luigi Scalfaro, Telenovela, Pornografie, Rom","http://www.zeit.de/2009/20/Ende-einer-Ehe"
"Strauß: Der Säulenheilige","2009.20.49085","2009-05-12","Politik, Strauß, Csu, Politiker, Franz Josef Strauß, CSU, Helmut Kohl, Helmut Schmidt, Horst Seehofer, Konrad Adenauer, Angela Merkel, CDU, Christine Haderthauer, Erich Honecker, Bayer AG, Hildegard Hamm-Brücher, Karlheinz Schreiber, Master, Richard Freiherr von Weizsäcker, Bayern, Bonn","http://www.zeit.de/2009/20/Franz-Josef-Strauss"
"Ungarn: Unter der Fahne der Faschisten","2009.20.49086","2009-05-11","Politik, Ungarn, Viktor Orbán, Ungarn, Europäische Zentralbank, Gordon Bajnai, Ferenc Gyurcsány, Imre Nagy, Österreich, Budapest, Donau, Europa, Ural","http://www.zeit.de/2009/20/Ungarn"
"Grundgesetz: 60 Jahre und kein bisschen heilig","2009.20.49087","2009-05-11","Politik, Grundgesetz, Grundgesetz, George W.  Bush, Katholische Kirche, Bioethik, Dieter Simon, Empfängnisverhütung, Ethik, USA, Europa","http://www.zeit.de/2009/20/oped"
"1989: »Das nicht! Aber was?«","2009.20.49088","2009-05-11","Politik, 1989, Deutschland, Ddr, Geschichte, Wiedervereinigung, Katrin Göring-Eckardt, Wolfgang Templin, SPD, Franz Josef Strauß, Hans-Dietrich Genscher, Helmut Kohl, Christoph Dieckmann, DDR, Demokratie, Gelsenkirchen, Mauerfall, Opposition, Theologie, Ukraine, Europa","http://www.zeit.de/2009/20/Buergerrechtler-1989"
"Protestanten: Wir sind Präses","2009.20.49089","2009-05-08","Politik, Protestanten, Kirche, Protestantismus, Generation, Katrin Göring-Eckardt, Grüne, Margot Käßmann, Evangelische Kirche, Günther Beckstein, Abo, Bischof, DDR, Intervention, Islam, Kulturrevolution, Protestantismus, Religionsunterricht, Scheidung, Sozialdemokratie, Theologie, Hannover, Leipzig, Thüringen, Würzburg","http://www.zeit.de/2009/20/Kirchen"
"Papstbesuch: Auf dem heiklen Stuhl","2009.20.49090","2009-05-08","Politik, Papstbesuch, Papst, Katholizismus, Israel, Joseph Ratzinger, Johannes Paul II., Jesus, Federico Lombardi, Katholische Kirche, Israel, Holocaust, Judentum, Karfreitag, Papst, Synagoge, Vatikan, Rom, Europa, Jerusalem","http://www.zeit.de/2009/20/Juden-Papst"
"Afghanistan: Schießen und Tee trinken","2009.20.49091","2009-05-06","Politik, Afghanistan, Afghanistan, Usa, Militaeraktion, Afghanistan, David Petraeus, Barack Obama, Grüne, Hillary Clinton, Irak, College, Australien, Bosnien und Herzegowina, England, Indien, Iran, Kanada, Krieg, Russland, Soldat, Syrien, Trinken, USA, Bagdad","http://www.zeit.de/2009/20/Petraeus"
"Türkei: Massaker im Namen der Ehre","2009.20.49092","2009-05-06","Politik, Türkei, Tuerkei, Familie, Türkei, UN, PKK, Brauchtum, Dorf, Verbrechen, Albanien, China, Jemen, Syrien, Ankara, Europa, Korsika","http://www.zeit.de/2009/20/Massaker"
"Mein Deutschland (Teil 8): Butterbrot und Kaviar","2009.20.49093","2009-09-08","Politik, Mein Deutschland (Teil 8), Deutschland, Gesellschaft_und_soziales_Leben, Heiner Müller, Christa Wolf, Gregor Gysi, Erich Honecker, Friedrich Sieburg, DDR, Harald Juhnke, Hildegard Knef, Society, Tango, München, Offenbach, Paris, Tessin","http://www.zeit.de/2009/20/D-High-Society"
"Gesundheitswesen: Mehr Sport. Das würde helfen!","2009.20.49094","2009-05-06","Politik, Gesundheitswesen, Gesundheit, Gesundheitspolitik, Gesundheitswesen, Schweiz, Akupunktur, Arzt, DDR, Gesundheitswesen, Medizin, Schmerz, Schweiz, Sterbehilfe, Medizintechnik, Wellness, Europa","http://www.zeit.de/2009/20/CH-Interview"
"Religionen: Die älteren Brüder","2009.20.49095","2009-05-11","Politik, Religionen, Judentum, Christentum, Holocaust, Jesus, Jesus, Fleisch, Judentum, Ostern, Sekte, Synagoge, Testament, Walter Kasper, Rom","http://www.zeit.de/2009/20/Historisch-Juden-Christen"
"Grünen-Parteitag: Mit Guido mobil","2009.20.49096","2009-05-09","Politik, Grünen-Parteitag, Parteien, Gruene, Koalition, Fdp, FDP, Grüne, SPD, Jürgen Trittin, Die Linke, Angela Merkel, Edmund Stoiber, Guido Westerwelle, Joschka Fischer, Renate Künast, Energieeffizienz, Finanzkrise, Jamaika, Parteitag, Berlin, Nordrhein-Westfalen","http://www.zeit.de/2009/20/Gruenen-Parteitag"
"Stresstest: Notenbankchef verteidigt Bankentest gegen Kritik","2009.20.49097","2009-05-13","Wirtschaft, Stresstest, Bank, Bankenaufsicht, Notenbank, Usa, Finanzkrise, Finanzpolitik, Ben Bernanke, Timothy Geithner, USA, Notenbank, Frankfurt am Main, Georgia","http://www.zeit.de/online/2009/20/bernanke"
"Steuern: Valium fürs Volk","2009.20.49098","2009-05-14","Wirtschaft, Steuern, Steuer, Steuerpolitik, Steuerreform, Geld, Geldpolitik, Finanzpolitik, Finanzen, Finanzkrise, Cdu, Spd, Merkel-angela, Angela Merkel, Frank Walter Steinmeier, CDU, Gerhard Schröder, SPD, Peer Steinbrück, Finanzministerium, Paul Kirchhof, Steuerpolitik","http://www.zeit.de/2009/20/Argument-Steuern"
"Fiat: Ein Weltkonzern, aber bitte umsonst","2009.20.49099","2009-05-07","Wirtschaft, Fiat, Automobilindustrie, Finanzkrise, Sergio Marchionne, Chrysler, Fiat, Ford, General Motors, Opel, Rick Wagoner, Toyota, Claudio Scajola, Hochzeit, Italien, USA, Kanada, Europa, Turin, Berlin","http://www.zeit.de/2009/20/Fiat"
"Autoindustrie: Weil es Italiener sind?","2009.20.49100","2009-05-06","Wirtschaft, Autoindustrie, Automobilindustrie, Sergio Marchionne, Fiat, Autoindustrie, Chrysler, General Motors, Opel, Silvio Berlusconi, VW, Arbeitnehmer, Industriepolitik, Staatsfonds, US-Regierung, Universitätsabschluss, Berlin, Rüsselsheim, Turin","http://www.zeit.de/2009/20/01-Fiat"
"Contra: Arbeiten, aber als Mutter","2009.20.49101","2009-09-25","Wirtschaft, Contra, Arbeit, Karriere, Mutter, Frau, Konrad Adenauer, Altersversorgung, Baby, Biologie, Eltern, Frühling, Schwangerschaft, Stress","http://www.zeit.de/2009/20/Rabenmuetter-Contra"
"Pro und Contra: Arbeiten gegen Armut","2009.20.49102","2009-09-25","Wirtschaft, Pro und Contra, Arbeit, Karriere, Frau, Mutter, Absicherung, Baby, Bertelsmann Stiftung, Eltern, Elterngeld, Familie, Freie Universität Berlin, Fruchtbarkeit, Geburtenrate, Geschwister, Gymnasium, Karriere, Kinderarmut, Kindergarten, Kindertagesstätte, Realschule, Verhütung, Verstaatlichung, Wirtschaftskrise, Dänemark, Finnland, Frankreich, Italien, Norwegen, Polen, Schweden, Spanien","http://www.zeit.de/2009/20/Rabenmuetter-Pro"
"Unternehmer: Die Menschen machen das Geschäft","2009.20.49103","2009-05-11","Wirtschaft, Unternehmer, Unternehmen, Unternehmer, Arbeit, Arbeitsmarkt, Finanzkrise, Deutsche Telekom, Adidas, ThyssenKrupp, Elektrofahrzeug, Erdöl, Kurzarbeit, Schwellenland, Technische Universität München, Umsatz, Unternehmen, Zeitarbeit, China, Allgäu, Bergisch Gladbach, München","http://www.zeit.de/2009/20/Manager"
"Banker: Fast wie früher","2009.20.49104","2009-05-11","Wirtschaft, Banker, Bank, Management, Bankenrettung, Finanzkrise, Josef Ackermann, Bundesregierung, Deutsche Bank, Goldman Sachs, Alexander Dibelius, Botschaft, Chef, Eigenkapital, Finanzkrise, Hypo Real Estate, Mentalität, Michael Phelps, Rendite, Spiegel, Washington D.C","http://www.zeit.de/2009/20/Kolumne-Banken"
"Finanzberater: »Brutal viel Geld verdienen«","2009.20.49105","2009-05-08","Wirtschaft, Finanzberater, Finanzdienstleister, Unternehmen, Gerhard Schröder, Helmut Kohl, Reinfried Pohl, CDU, SPD, Theo Waigel, AWD, Aufsichtsrat, Euro, Friedrich Bohl, Otto Rehhagel, Riester-Rente, Seefeld, Hessen","http://www.zeit.de/2009/20/Abzocker"
"Banken: Macht sie klein!","2009.20.49106","2009-09-04","Wirtschaft, Banken, Bank, Finanzkrise, Deutsche Bank, Citigroup, Credit Suisse, Finanzmarkt, Island, UBS, USA, Binnenmarkt, Inflation, Japan, Katastrophe, Kredit, Notenbank, Rettungspaket, Schweiz, Verstaatlichung, Europa","http://www.zeit.de/2009/20/F-Interview-Goodhart"
"AWD: Schneller sein als die anderen","2009.20.49107","2009-05-09","Wirtschaft, AWD, Finanzdienstleister, AWD, Aston Martin, Ausbildungsstelle, Berufsunfähigkeit, Euro, Führungskraft, Gas, Geld, Porsche, Riester-Rente, Test, Versicherung, Vorstellungsgespräch, Köln","http://www.zeit.de/2009/20/Abzocker-Beistueck"
"Wie geht´s Deutschland? (3): Die Milliarden-Lücke","2009.20.49108","2009-05-07","Wirtschaft, Wie geht´s Deutschland? (3), Sozialpolitik, Staatliche_sozialleistung, Finanzkrise, Rezession, Bundesregierung, Arbeit, Arbeitslosigkeit, Etat, Euro, Haushalt, Pflegeversicherung, Rentenversicherung, Rezession, Sozialversicherung","http://www.zeit.de/2009/20/Wie-gehts-Deutschland"
