"title","number","date","keywords","link"
NA,"1995.44.10034","1995-10-27","Politik, , Radovan Karadžic, Sarajevo, Hauptstadt, Ratko Mladi?, Stadt, Tageszeitung, Bosnien und Herzegowina, Jugoslawien, Berlin, Den Haag, Washington D.C","http://www.zeit.de/1995/44/Keine_Mauer_in_Sarajevo"
NA,"1995.44.10035","1995-10-27","Politik, , Klaus Bednarz, Theo Waigel, WDR, Stefan Aust, Bernhard Wicki, Monitor, Satire, Sendung, Ulrich Wickert, Weltspiegel, Wolfgang Neuss, Russland, Tadschikistan, Türkei, Bonn, Berlin, Bremen, München","http://www.zeit.de/1995/44/Links_ist_ein_sehr_ehrenwertes_Wort"
NA,"1995.44.10036","1995-10-27","Politik, , Benazir Bhutto, Stadt, Mohammed, Pakistan, Afghanistan, Indien, Karatschi, Bombay, Singapur","http://www.zeit.de/1995/44/Stadt_in_Angst"
NA,"1995.44.10037","1995-10-27","Politik, , Jacques Chirac, Paris, François Mitterrand, Heinrich Heine, Frankreich, Liberalismus, Ostdeutschland, Staatsquote, Staatsverschuldung, Europa, Bonn, Rhein","http://www.zeit.de/1995/44/Paris_im_Nebel"
NA,"1995.44.10038","1995-10-27","Politik, , Aids, Bundestagsfraktion, Bürgerkrieg, Demokratisierung, Dollar, Früherkennung, Gesundheitswesen, Hilfsorganisation, Konflikt, Natur, Oxfam, Somalia, Völkermord, Weltbank, Afrika, Angola, Eritrea, Liberia, Namibia, Ruanda, Südafrika, Uganda, Bonn, Europa","http://www.zeit.de/1995/44/Am_Vorurteil_erblindet"
NA,"1995.44.10039","1995-10-27","Politik, , Gerhard Schröder, Fachhochschulen, Verteidigungsministerium, Arbeitgeber, Ausbildungsplatz, Berg, Bundeswehr, Bürgerinitiative, Erdgas, Handfeuerwaffe, Heide, Studie, Truppenübungsplatz, Niedersachsen, Bremen, Hannover, Westeuropa","http://www.zeit.de/1995/44/Wo_Panzer_ballern"
NA,"1995.44.10040","1995-10-27","Politik, , Bundesverfassungsgericht, Körper, Mädchen, Schulleiter, Jesus, Bayern","http://www.zeit.de/1995/44/Christus_seitlich"
NA,"1995.44.10041","1995-10-27","Politik, , Saddam Hussein, Theo Waigel, Salman Rushdie, CDU, Grüne, Günter Grass, Boris Jelzin, Sicherheitsrat, Bündnisgrüne, DDR, Nato-Generalsekretär, Indien, Irak, Bayern, Bombay, Klagenfurt","http://www.zeit.de/1995/44/Worte_der_Woche"
NA,"1995.44.10042","1995-10-27","Politik, , Björn Engholm, Uwe Barschel, Günther Jansen, Klaus Nilius, Reiner Pfeiffer, SPD, FDP, Aids, Anatomie, Landtagswahl, Untersuchungsausschuss","http://www.zeit.de/1995/44/Schweigegeld"
NA,"1995.44.10043","1995-10-27","Politik, , Jahreszeit, Nachwuchs, Nordafrika, Sommer, Vogel, Frankreich, Iran, Norwegen, Polen, Schweden, Spanien, Sudan, Mecklenburg-Vorpommern, Rügen","http://www.zeit.de/1995/44/Mach_mal_Pause"
NA,"1995.44.10044","1995-10-27","Politik, , Beziehung, Familie und Partnerschaft, Opfer","http://www.zeit.de/1995/44/Oh_Jenny_Bild_"
NA,"1995.44.10045","1995-10-27","Politik, , Aids, Alkohol, Alter, Arbeit, Arbeitslosigkeit, Ausbildungsplatz, Droge, Etat, Jugendliche, Sexualität, Bayern, Nürnberg","http://www.zeit.de/1995/44/Ueberdenkt_es_bitte_"
NA,"1995.44.10046","1995-10-27","Politik, , Nato, Allianz, Alte, Außenminister, Integration, Nato-Generalsekretär, Reform, Streitkräfte, Wahl, Frankreich, Europa","http://www.zeit.de/1995/44/Eine_Reform_tut_not"
NA,"1995.44.10047","1995-10-27","Politik, , UN-Sicherheitsrat, Vereinte Nationen, Sicherheitsrat, Bürokratie, Diplomatie, Entwicklungshilfe, Finanzkrise, Internationaler Währungsfonds, Konkurs, Paul Kennedy, Reform, Somalia, Bosnien und Herzegowina, Ruanda, New York, Washington D.C","http://www.zeit.de/1995/44/Ausmisten_reicht_nicht"
NA,"1995.44.10048","1995-10-27","Politik, , Anschlag, Bernd Schmidbauer, Bundesamt für Verfassungsschutz, Iran, Berlin","http://www.zeit.de/1995/44/Ein_zaehes_Puzzle"
NA,"1995.44.10049","1995-10-27","Politik, , Israel, Brand, Gefängnis, Geheimdienst, Palästinenser, Umsiedlung, Israel, Libanon, Amman, Dschenin, Haifa, Palästina, Tel Aviv","http://www.zeit.de/1995/44/Benutzt_und_weggeworfen"
NA,"1995.44.10050","1995-10-27","Politik, , Russland, Boris Jelzin, Russland, Slobodan Miloševic , Verteidigungsministerium, Bosnien und Herzegowina, Friedenstruppe, Impotenz, USA, MIT, Tschetschenien, Moskau, Baltikum, Europa","http://www.zeit.de/1995/44/Die_Romanze_mit_dem_Westen_ist_vorbei"
NA,"1995.44.10051","1995-10-27","Politik, , Gerhard Schröder, Oskar Lafontaine, Johannes Rau, Rudolf Scharping, Franz Müntefering, SPD, Ingrid Stahmer, Parteitag, Nordrhein-Westfalen, Berlin, Bonn, Bremen","http://www.zeit.de/1995/44/Im_Tief_stabil"
NA,"1995.44.10052","1995-10-27","Politik, , Polen, Aleksander Kwasniewski, Antisemitismus, Fernsehen, Polen, Propaganda, Seele, Tadeusz Mazowiecki, Tageszeitung, Wahlkampf, Oder","http://www.zeit.de/1995/44/Hetze"
