"id","qdap_value_ampl","qdap_nword"
"52880","-0.2569","302"
"52881","-8.1085","1772"
"52882","1.62024","655"
"52883","-7.2586","1138"
"52884","-3.86816","1359"
"52885","-26.13156","6896"
"52886","-7.35482","1144"
"52887","-5.6233","1282"
"52888","-1.44726","1546"
"52889","-6.27236","461"
"52890","2.11186","551"
"52891","-2.43296","1506"
"52892","-1.16214","817"
"52893","-0.47318","349"
"52894","3.90848","2007"
"52895","-4.14314","1651"
"52896","-1.2776","948"
"52897","-0.0651800000000002","1267"
"52898","-6.70144","1311"
"52899","-4.72132","1045"
"52900","-5.6547","508"
"52901","1.33156","1029"
"52902","-3.47248","296"
"52903","-1.27044","1087"
"52904","1.2964","596"
"52905","-4.6095","1123"
"52906","-3.1558","268"
"52907","-17.13562","2467"
"52908","-5.4846","429"
"52909","-12.45474","1231"
"52910","-1.06576","1321"
"52911","-1.5516","719"
"52912","-2.87488","261"
