"title","number","date","keywords","link"
"Das Haus vis-à-vis","2001.19.25432","1899-12-31","Politik, , Kanzleramt","http://www.zeit.de/2001/19/Das_Haus_vis-O¨-vis"
NA,"2001.19.25433","2001-05-03","Politik","http://www.zeit.de/2001/19/Der_Hirsch-Bericht_im_Internet_Jetzt_wird_erst_recht"
"","2001.19.25434","2001-05-03","Politik, , CDU, Bundesregierung, SPD, Wolfgang Bosbach, Bundesfinanzminister, Geld, Junichiro Koizumi, Konjunkturprognose, Ministerpräsident, PDS, Premierminister, Reichtum, Sahra Wagenknecht, US-Präsident, Bundesrepublik Deutschland, Taiwan, USA","http://www.zeit.de/2001/19/48193"
"Auf der Sonnenseite","2001.19.25435","2001-05-03","Politik, , Murdoch, Tony Blair, Rupert Murdoch, BBC, William Hague, Chris Patten, Peter Mandelson, Australien, China, Großbritannien, Hongkong, USA, Europa, London, Manchester","http://www.zeit.de/2001/19/Auf_der_Sonnenseite"
"Zum Fenster raus","2001.19.25436","2001-05-03","Politik, , Türkei, Europäische Union, Militär, Türkei, Armenier, Regierung, Ankara, Washington D.C., Berlin, Brüssel, Istanbul","http://www.zeit.de/2001/19/Zum_Fenster_raus"
"Im Zweifel für das Opfer","2001.19.25437","2001-05-03","Politik, , Opfer, Bundesregierung, Recht, Konflikt, Schadensersatz, Strafrecht, Verbrechen, USA, Westeuropa","http://www.zeit.de/2001/19/Im_Zweifel_fuer_das_Opfer"
"Koloss und Leichtfuß","2001.19.25438","2001-05-03","Politik, , FDP, CDU, Grüne, Guido Westerwelle, SPD, Philosophie, Bundestagswahl, Elisabeth Noelle-Neumann, Liberalismus, PDS, Volksparteien, Berlin, Nordrhein-Westfalen","http://www.zeit.de/2001/19/Koloss_und_Leichtfuss"
"Überzeugt uns","2001.19.25439","2001-05-03","Politik, , Weltraum, Abschreckung, Airbag, Debatte, Diplomatie, Massenvernichtungswaffe, Präsident, Rakete, Technik, Versicherung, Vertrag, Wasser, USA, Russland, Europa, London, Moskau, Paris, Peking, Ural, Washington D.C","http://www.zeit.de/2001/19/Ueberzeugt_uns"
"Ärger garantiert","2001.19.25440","2001-05-03","Politik, , Gerhard Schröder, Johannes Rau, SPD, EU-Kommission, Europäische Union, Joschka Fischer, Agrarpolitik, Bundespräsident, Debatte, Europol, Europäischer Gerichtshof, Kanzleramt, Staatsanwaltschaft, Viehzucht, Wiederbelebung, England, Polen, Spanien, Europa, Nizza, Straßburg","http://www.zeit.de/2001/19/Aerger_garantiert"
"Der Terror muss enden","2001.19.25441","2001-05-03","Politik, , Russland, Außenpolitik, Bahn, Entspannung, Flüchtling, Frieden, Gespräch, Israel, Klima, Palästinenser, Region, Sanktion, Selbstbestimmung, Siedlungspolitik, Syrien, USA, Jerusalem, Moskau","http://www.zeit.de/2001/19/Der_Terror_muss_enden"
"Justiz auf Trab","2001.19.25442","2001-05-03","Politik, , Wladimir Putin, Bertie Ahern, Ermittlung, Grafik, Justiz, Justizminister, Kreml, Kunststoff, Motor, Premierminister, Wladimir Iljitsch Lenin, Irland, Russland, Europa, Freiburg, Köln","http://www.zeit.de/2001/19/Justiz_auf_Trab"
"Seid nicht zu euphorisch","2001.19.25443","2001-05-03","Politik, , Forderung, Vereinte Nationen, Geburtenrate, Menschenhandel, Einwanderung, Europa, Frankreich, Indien, Italien, Mexiko, Türkei, USA, USA, Afrika","http://www.zeit.de/2001/19/Seid_nicht_zu_euphorisch"
"Ewiges Trauma","2001.19.25444","2001-05-03","Politik, , Kriegsverbrechen, Notwehr, Trauma, Vietcong, Bosnien und Herzegowina, Osttimor, Ruanda, USA, Verbrechen, Vietnam, Öffentlichkeit, Hanoi","http://www.zeit.de/2001/19/Ewiges_Trauma"
"Entschuldigung","2001.19.25445","2001-05-03","Politik, , Entschuldigung, KPD, SPD, Antisemitismus, Außenpolitik, Botschaft, Erzbischof, Militärflugzeug, PDS, Papst, Parteitag, Sahra Wagenknecht, Verbrechen, China, Russland, Belgrad, Peking, Warschau, Washington D.C","http://www.zeit.de/2001/19/Entschuldigung"
