"id","qdap_value_ampl","qdap_nword"
"40472","-7.22844","1035"
"40473","0.4329","261"
"40474","-3.1143","850"
"40475","-1.84386","756"
"40476","-3.86404","919"
"40477","-6.8706","1341"
"40478","-0.89092","619"
"40479","0.36754","252"
"40480","-3.1148","1028"
"40481","-2.9717","1091"
"40482","-5.07284","793"
"40483","-1.55334","276"
"40484","-2.86714","924"
"40485","-0.8889","278"
"40486","-7.46344","1206"
"40487","-0.29866","817"
"40488","-2.1447","207"
"40489","-2.00112","1482"
"40490","-3.93486","764"
"40491","-2.25624","629"
"40492","-5.93942","763"
"40493","-0.62872","534"
"40494","-2.67714","1234"
"40495","-1.49506","496"
"40496","-0.7308","34"
"40497","-5.08032","1648"
"40498","0.5803","284"
"40499","-5.1903","1423"
"40500","-1.60782","1362"
"40501","-5.56262","874"
"40502","-1.9961","256"
"40503","-2.9199","361"
"40504","-2.95232","1846"
"40505","0.50686","348"
"40506","-1.9717","759"
"40507","-1.91338","265"
"40508","-6.0203","483"
"40509","0.9733","1613"
"40510","-1.0436","342"
"40511","-2.37488","1466"
"40512","-1.61426","1138"
"40513","-6.1941","581"
"40514","NaN","1337"
"40515","-6.73844","1559"
"40516","-1.0911","316"
"40517","-3.1909","1131"
"40518","-0.0877000000000002","519"
"40519","-4.00482","954"
"40520","-0.91214","115"
"40521","3.21222","1969"
"40522","-3.32176","1656"
"40523","0.3441","162"
"40524","2.93964","948"
"40525","-0.2258","223"
"40526","-7.4534","1735"
"40527","0.12342","185"
"40528","-0.362","141"
