"title","number","date","keywords","link"
"Cameron Chamäleon","2006.12.38272","2006-03-16","Politik, , Cameron, Tony Blair, David Cameron, Margaret Thatcher, Gordon Brown, Brad Pitt, Bob Geldof, England, George Clooney, Simbabwe","http://www.zeit.de/2006/12/Cameron_Chamaeleon"
"Iran: Die Rückkehr der Revolution","2006.12.38273","2006-03-16","Politik, Iran, Staat, Bevölkerung, Staatsorgane, Parlament, Opposition, Religion, Internationale Beziehungen, Recht, Justiz, Demokratie, Zeitgeschichte, Iran, Revolution, Ali Akbar Haschemi Rafsandschani, Ajatollah Said Ali Chamenei, Saddam Hussein, UN-Sicherheitsrat, Ali Laridschani, Holocaust, Irak, Israel, Kopftuch, USA, Teheran","http://www.zeit.de/2006/12/Irans_Regime"
"Österreich: Wenn nichts mehr zu übertreiben ist","2006.12.38274","2006-03-16","Politik, Österreich, Alfred Dorfer, Österreich, Biografie, Humor, Publikum, Satire, Bühne, Karneval, München, Berlin, Graz, Hamburg, Nürnberg, Rheinland, Stuttgart, Wien","http://www.zeit.de/2006/12/oe_dorfer_interview"
"Europa: Einheit in Zwietracht","2006.12.38275","2006-03-16","Politik, Europa, Internationale Beziehungen, Europapolitik, Außenpolitik, Verfassungen, EU, Macht, Kontroversen, Führung, Gesellschaft und soziales Leben, Gesellschaft, Volksentscheide, Nicolas Sarkozy, Europa, Romano Prodi, Ulrich Beck, Dominique de Villepin, José Manuel Durão Barroso, Mario Monti, Polen, Binnenmarkt, EU-Kommissionspräsident, Einwanderung, Energiepolitik, Frankreich, Patriotismus, Ski, Spanien, Türkei, Berlin, Brüssel","http://www.zeit.de/2006/12/Regression"
"Sternstunden, später","2006.12.38276","2006-03-16","Politik, , Parlamentarismus, Franz Müntefering, Gerhard Schröder, Grüne, Helmut Kohl, Karl Marx, Peer Steinbrück, Bernd Neumann, CDU, Jürgen Trittin, Karl Lauterbach, Peter Struck, SPD-Fraktion, Jörg Tauss, Ruprecht Polenz, Hartz IV, Parlament, Vertrauensfrage, Thüringen","http://www.zeit.de/2006/12/Sternstunden_spaeter"
"Landtagswahlen: Visionen am Abgrund","2006.12.38277","2006-03-16","Politik, Landtagswahlen, Wirtschaftspolitik, Wirtschaft und Konjunktur, Wahlen, Innenpolitik, Industrie, Wirtschaft, Parteien, Wahlkampf, Wahl, Landtagswahlen, Unternehmen, Jens Bullerjahn, CDU, Europäische Union, FDP, SPD, Region, Wahlkampf, Wolfgang Böhmer, Sachsen-Anhalt, Magdeburg, Delaware, Elbe, Quedlinburg, Rheinland-Pfalz, Sachsen, Thüringen","http://www.zeit.de/2006/12/Sachsen-Anhalt"
"Europa: Pubertär und peinlich","2006.12.38278","2006-03-16","Politik, Europa, Soldaten, Sicherheitspolitik, Strategien, Osterweiterung, Nato, Krisen, Bundeswehr, Brüssel, Auslandseinsätze, Verbrechensbekämpfung, Polizei, Europa, Europäische Union, Javier Solana, Bundesregierung, Jacques Chirac, UN, Kongo, Blauhelm, Bundestag, Bürgerkrieg, Flagge, Partnerschaft, Soldat, Vereinte Nationen, Wahl, Belgien, Frankreich, Großbritannien, Kosovo, Berlin, Brüssel, Afrika","http://www.zeit.de/2006/12/EU-Mission_Kongo"
"WORTE DER WOCHE","2006.12.38279","2006-03-16","Politik, , SPD, CSU, Silvio Berlusconi, Günther Beckstein, Karl Lauterbach, Matthias Platzeck, Ver.di, Erzbischof, Evo Morales, Föderalismus, Globalisierung, Harald Ringstorff, Jerry Lewis, Ministerpräsident, Premierminister, Ski, Übernahme, Kongo, Berlin, Mecklenburg-Vorpommern","http://www.zeit.de/2006/12/WORTE_DER_WOCHE"
"Bremen: Stadt der Beleidigten","2006.12.38280","2008-03-26","Politik, Bremen, Politik, Politik, Innenpolitik","http://www.zeit.de/2006/12/Stadt_der_Beleidigten"
"Osteuropa: Knüppelhart","2006.12.38281","2006-03-16","Politik, Osteuropa, Staat, Bevölkerung, Weißrußland, Staatsorgane, Parlament, Opposition, Opfer, Kriminalität, Demokratie, Kontra, Umfragen, Osteuropa, Europäische Union, Armutsgrenze, Besatzung, Gas, Gehalt, Intelligenz, Radio, Rente, Russland, Verhaftung, Weißrussland, Demokratie, Opposition, USA, Ukraine, Weltkrieg, Minsk, Tschernobyl","http://www.zeit.de/2006/12/Weissrussland"
