"id","qdap_value_ampl","qdap_nword"
"39983","0.53866","1294"
"39984","-3.06634","2331"
"39985","-4.22416","919"
"39986","-5.2744","1329"
"39987","0.19244","706"
"39988","-4.00134","597"
"39989","-4.9587","679"
"39990","0.2911","518"
"39991","-2.80048","729"
"39992","-2.19148","1030"
"39993","-1.56444","1141"
"39994","0.6164","229"
"39995","-20.1709","2395"
"39996","-10.38764","2116"
"39997","0.5771","274"
"39998","0","21"
"39999","0","33"
"40000","-4.7689","397"
"40001","0.44356","762"
"40002","-2.35294","693"
"40003","3.55798","826"
"40004","-7.21176","1115"
"40005","-3.4693","632"
"40006","-1.7131","952"
"40007","-6.44902","703"
"40008","-0.6086","476"
"40009","-5.88994","1357"
"40010","-0.66178","425"
"40011","-4.7667","776"
"40012","-0.99144","747"
"40013","-3.61944","683"
"40014","-3.34064","526"
"40015","3.36756","602"
"40016","0.05002","80"
"40017","-0.5778","285"
"40018","-0.6674","218"
"40019","-1.31574","576"
"40020","-4.3765","619"
"40021","-2.1392","489"
"40022","-0.20154","671"
"40023","0.4063","560"
"40024","-2.56488","551"
"40025","-3.74222","476"
"40026","-0.5235","471"
"40027","0.35976","817"
"40028","-0.04176","573"
"40029","0.9835","896"
"40030","-7.09142","1592"
"40031","-0.36636","477"
"40032","-2.1177","303"
"40033","-0.9223","269"
"40034","-0.82374","553"
"40035","-0.7047","105"
"40036","-0.1466","219"
"40037","-0.1099","139"
"40038","-3.66814","1080"
"40039","4.25198","1794"
"40040","-0.1636","372"
"40041","-1.68432","934"
"40042","-5.62388","1105"
"40043","-5.07128","1601"
"40044","8.71496","3201"
"40045","-3.68968","932"
"40046","-6.3069","1621"
"40047","-4.8944","917"
"40048","2.7652","650"
"40049","0.17922","452"
"40050","3.04778","746"
"40051","-5.30386","1072"
"40052","-0.0148","240"
"40053","1.10386","959"
"40054","1.22988","124"
"40055","-0.6306","255"
"40056","-0.6039","181"
"40057","0.02","203"
"40058","-2.6944","329"
"40059","-3.34066","763"
"40060","-1.3161","332"
