"id","qdap_value_ampl","qdap_nword"
"43600","0.60842","250"
"43601","-12.95756","1443"
"43602","1.35046","2644"
"43603","-2.1625","97"
"43604","1.7674","288"
"43605","-7.29858","1268"
"43606","-4.22","1404"
"43607","-5.52246","3605"
"43608","3.12438","1499"
"43609","-0.7022","373"
"43610","1.2717","265"
"43611","-2.24308","1587"
"43612","-0.4867","311"
"43613","1.3298","573"
"43614","-2.73528","588"
"43615","0.2587","444"
"43616","-2.72582","1248"
"43617","-9.68288","1004"
"43618","-0.8693","281"
"43619","-3.42366","1275"
"43620","-3.03568","1806"
"43621","-15.71636","5150"
"43622","0.37232","1394"
"43623","-9.82236","1984"
"43624","-3.2442","313"
"43625","-1.21122","962"
"43626","-0.5071","68"
"43627","2.78066","983"
"43628","-0.7317","843"
"43629","-9.17538","1023"
"43630","-3.3979","310"
"43631","3.97276","284"
"43632","-0.0690999999999995","1294"
"43633","-3.66516","995"
"43634","-3.92694","1418"
"43635","-3.39628","600"
"43636","-0.0707","663"
"43637","-0.9514","267"
"43638","0.908","1057"
"43639","0.46096","169"
"43640","-0.896","121"
"43641","-11.06648","1429"
"43642","0.58874","968"
"43643","-0.2026","236"
"43644","-3.32856","1369"
"43645","-4.64976","2551"
"43646","-1.38828","623"
"43647","-0.5586","157"
"43648","-1.8369","504"
"43649","-7.64024","1198"
"43650","-0.0857","238"
"43651","5.05202","927"
"43652","-2.07","1507"
"43653","-0.35968","997"
"43654","-3.11818","1296"
"43655","-1.97522","568"
"43656","2.16688","1583"
"43657","-1.3555","296"
"43658","-0.5123","175"
"43659","0.1919","125"
"43660","-0.86098","234"
"43661","-0.88154","1619"
"43662","-4.66356","757"
"43663","-0.86098","239"
"43664","-0.2026","241"
