"id","qdap_value_ampl","qdap_nword"
"27190","-1.08304","506"
"27191","-1.7272","837"
"27192","-1.96798","431"
"27193","-7.10988","955"
"27194","-5.2517","877"
"27195","-2.69916","845"
"27196","-2.0983","358"
"27197","0.7654","491"
"27198","-8.58294","1443"
"27199","-3.08132","272"
"27200","-1.70716","1500"
"27201","1.64206","1544"
"27202","-0.4124","258"
"27203","-2.48092","343"
"27204","-4.94266","546"
"27205","-11.46794","4572"
"27206","0.53608","259"
"27207","-2.79384","1791"
"27208","1.0646","182"
"27209","-17.84072","1140"
"27210","1.29472","533"
"27211","4.58336","1134"
"27212","-1.7955","1376"
"27213","-0.9941","458"
"27214","0.0196","128"
"27215","0.2956","173"
"27216","-0.3764","162"
"27217","-0.02926","374"
"27218","1.2507","930"
"27219","-0.42436","247"
"27220","4.91548","1251"
"27221","1.8908","313"
"27222","1.08594","2175"
"27223","1.26436","1129"
