"id","qdap_value_ampl","qdap_nword"
"49610","2.40802","833"
"49611","0.95546","541"
"49612","-2.84426","817"
"49613","0.51464","594"
"49614","-5.85656","1784"
"49615","-16.93166","1990"
"49616","-10.60852","1355"
"49617","-3.96116","953"
"49618","1.10272","660"
"49619","-0.74634","1088"
"49620","1.1093","2306"
"49621","-2.33786","527"
"49622","-3.18168","1020"
"49623","-4.24082","2402"
"49624","-1.60632","483"
"49625","-3.43606","2278"
"49626","0.4193","237"
"49627","-9.35194","1996"
"49628","-3.5127","847"
"49629","-3.01482","1577"
"49630","0.931","273"
"49631","0.000639999999999956","362"
"49632","-1.27202","1024"
"49633","-1.75664","3040"
"49634","-3.73846","1678"
"49635","3.0232","1445"
"49636","-2.91942","977"
"49637","0.7796","206"
