"id","qdap_value_ampl","qdap_nword"
"23154","0","227"
"23155","0","7"
"23156","0.4769","25"
"23157","-2.16486","1099"
"23158","3.5541","970"
"23159","1.7799","1259"
"23160","-8.19522","2068"
"23161","-0.6786","149"
"23162","1.092","359"
"23163","-5.7567","748"
"23164","-1.4503","595"
"23165","0.41234","1498"
"23166","0.50534","314"
"23167","-2.57916","573"
"23168","-2.21054","1696"
"23169","-2.37856","551"
"23170","4.2393","614"
"23171","-0.66778","345"
"23172","-2.18914","529"
"23173","-2.79088","724"
"23174","-0.4671","231"
"23175","-1.7247","502"
"23176","-0.02936","1524"
"23177","0.20584","180"
"23178","-0.2516","207"
"23179","0.0162600000000001","838"
"23180","-0.9977","193"
"23181","-0.2545","387"
"23182","-9.05236","3342"
"23183","-4.71926","535"
"23184","-0.53102","744"
"23185","0.08036","161"
"23186","-0.14792","326"
"23187","1.0152","260"
"23188","0.2612","128"
"23189","1.99358","528"
"23190","-2.15982","703"
"23191","-0.5069","169"
"23192","0","8"
"23193","-2.1477","1405"
"23194","-0.0882","111"
"23195","1.05504","339"
"23196","-3.25306","1378"
"23197","0.5693","127"
"23198","-2.8158","643"
"23199","-5.95742","1180"
"23200","-0.1808","365"
"23201","-3.46286","1419"
"23202","0.82006","382"
"23203","0.47624","234"
"23204","-8.51798","1381"
"23205","-0.2236","172"
"23206","-5.01422","655"
"23207","-0.88868","411"
"23208","-8.56068","1516"
"23209","-1.00034","1933"
"23210","-1.19378","656"
"23211","1.38398","479"
"23212","-0.3248","159"
"23213","-2.03544","588"
