"id","qdap_value_ampl","qdap_nword"
"44313","-3.99888","236"
"44314","-0.98508","1070"
"44315","-4.24862","1311"
"44316","1.73686","833"
"44317","-5.92734","642"
"44318","-4.26104","604"
"44319","1.29202","1081"
"44320","-37.2779","5455"
"44321","-7.1793","1909"
"44322","-4.58866","1342"
"44323","0.01378","974"
"44324","-3.0961","388"
"44325","1.2347","620"
"44326","1.69308","1202"
"44327","-2.32116","966"
"44328","-1.1034","329"
"44329","-2.1207","188"
"44330","-0.41004","290"
"44331","-2.80266","392"
"44332","5.07562","553"
"44333","-0.2836","867"
"44334","-0.3642","318"
"44335","-0.4443","605"
"44336","0.374","486"
"44337","-1.04566","2357"
"44338","-0.33436","853"
"44339","1.86782","468"
"44340","-2.37866","263"
"44341","-0.47854","179"
"44342","0.2399","259"
"44343","0.3926","60"
"44344","1.6133","289"
"44345","2.4961","544"
"44346","-2.18142","1071"
"44347","-1.3441","900"
"44348","3.0942","352"
"44349","-0.0022","81"
"44350","-0.53428","1561"
"44351","-2.5536","2427"
"44352","-1.3784","743"
"44353","-0.50246","412"
"44354","-4.60438","1166"
"44355","1.8943","120"
"44356","-4.64942","973"
"44357","-4.03496","1243"
"44358","-5.17704","1468"
"44359","-6.77684","1084"
"44360","-3.44436","1201"
"44361","-1.96786","644"
"44362","0.4417","1392"
"44363","-13.59966","937"
"44364","6.46496","1520"
"44365","1.9259","970"
"44366","-6.04998","1421"
"44367","-3.73242","1325"
"44368","-1.9502","675"
"44369","-1.84154","1058"
"44370","-5.25944","622"
"44371","-4.136","389"
"44372","-9.18298","2211"
"44373","0.53586","631"
"44374","-7.12468","484"
"44375","-0.33076","1197"
"44376","-5.35008","1437"
"44377","-0.6828","279"
"44378","0.52006","363"
"44379","-0.3393","222"
"44380","-1.8401","409"
"44381","-1.5646","192"
"44382","0.26116","294"
"44383","-1.09548","890"
"44384","-4.6625","1248"
"44385","0.90264","385"
"44386","-1.50122","950"
"44387","-1.6622","642"
"44388","-5.24788","1183"
"44389","1.0782","154"
"44390","-2.1776","203"
"44391","1.2572","366"
"44392","-1.3737","245"
"44393","2.3319","377"
"44394","0.1429","136"
"44395","1.6437","385"
"44396","-0.5368","325"
"44397","-6.35184","1512"
"44398","-3.52936","235"
