"id","qdap_value","qdap_nword","sent_nneg","sent_npos","sent_negv","sent_posv","sent_nwords","sent_val","posextind","negextind","valuext"
"22048","-0.98778","251",12,6,-4.3265,1.3849,254,-2.9416,1.0359,-3.7473,-2.7114
"22049","-0.0600600000000005","2218",34,87,-7.9475,7.2215,2226,-0.726,5.0014,-6.9733,-1.9719
"22050","0.6349","1385",22,65,-6.8647,7.1328,1386,0.2681,5.289,-6.3898,-1.1008
"22051","-1.60532","400",18,15,-4.403,1.013,408,-3.39,0.965,-3.6224,-2.6574
"22052","-3.5058","719",18,27,-4.94,2.8386,718,-2.1014,2.4444,-4.9042,-2.4598
"22053","0.004","116",0,1,0,0.004,118,0.004,0,0,0
"22054","-3.54394","707",10,27,-3.1879,0.4164,708,-2.7715,0.2346,-3.1783,-2.9437
"22055","-0.74044","480",11,18,-3.3672,3.6486,479,0.2814,2.9338,-3.3528,-0.419
"22056","-2.2523","273",7,4,-2.2871,0.016,272,-2.2711,0,-2.0735,-2.0735
"22057","-3.1141","733",24,39,-5.1055,2.1292,732,-2.9763,1.7264,-4.9314,-3.205
"22058","0.11866","124",2,2,-0.4835,0.2192,125,-0.2643,0.2152,-0.4787,-0.2635
"22059","-3.31392","1201",30,48,-10.7844,4.3239,1201,-6.4605,3.3308,-8.6471,-5.3163
"22060","-2.3451","291",7,15,-3.1487,0.987,292,-2.1617,0.7548,-3.1487,-2.3939
"22061","-3.11016","517",10,19,-3.1879,0.1538,517,-3.0341,0,-3.1783,-3.1783
"22062","-4.80812","1924",45,33,-11.9238,3.4545,1933,-8.4693,2.5347,-9.5758,-7.0411
"22063","2.6808","776",9,25,-1.3775,4.0047,773,2.6272,3.786,-1.3025,2.4835
"22064","-3.4453","800",19,33,-5.1438,3.4086,798,-1.7352,2.6731,-4.9042,-2.2311
"22065","-2.20992","392",18,11,-4.403,0.4116,399,-3.9914,0.3716,-3.6224,-3.2508
"22066","-3.5064","987",33,43,-10.7016,2.8733,983,-7.8283,2.1291,-10.135,-8.0059
"22067","0.024","282",0,6,0,0.024,284,0.024,0,0,0
"22068","4.59518","1435",27,82,-5.7729,10.382,1434,4.6091,7.6037,-4.9206,2.6831
"22069","0.25396","379",13,8,-2.5754,0.7844,380,-1.791,0.3395,-1.9276,-1.5881
"22070","-8.06814","1222",47,36,-12.6521,3.3822,1219,-9.2699,3.2822,-10.6411,-7.3589
"22071","-0.9463","930",25,53,-5.1103,4.2938,928,-0.8165,3.6265,-4.9314,-1.3049
"22072","0.24866","789",14,33,-4.1386,6.5259,802,2.3873,4.6811,-4.1146,0.5665
"22073","-11.98178","4457",93,159,-26.2898,13.3421,4449,-12.9477,7.6441,-19.0712,-11.4271
"22074","-6.57732","1240",30,37,-8.3211,1.3071,1255,-7.014,0.8195,-7.4364,-6.6169
"22075","-5.87868","1464",32,53,-7.7678,4.1013,1462,-3.6665,3.4483,-5.6286,-2.1803
"22076","-1.13558","5626",104,164,-20.8909,18.8237,5614,-2.0672,14.5732,-14.9691,-0.395899999999999
"22077","0.14732","4648",91,148,-18.2828,17.4465,4658,-0.836300000000001,13.4373,-13.1763,0.261000000000001
"22078","-1.4409","253",8,10,-2.6629,0.7805,255,-1.8824,0.4035,-2.6533,-2.2498
"22079","-4.67938","839",20,29,-6.178,1.2254,839,-4.9526,1.0348,-4.8304,-3.7956
"22080","-4.89934","850",27,31,-7.8358,1.0769,849,-6.7589,0.7019,-6.6344,-5.9325
"22081","-0.8229","1018",13,25,-4.3584,1.7134,1014,-2.645,1.3644,-3.5561,-2.1917
"22082","-0.94014","662",22,22,-4.1558,2.7877,661,-1.3681,2.4121,-3.4161,-1.004
"22083","0.9422","1478",38,60,-6.1665,8.5359,1475,2.3694,7.0544,-5.0116,2.0428
"22084","-0.1688","659",10,38,-1.7267,1.7521,668,0.0254000000000001,1.527,-1.6654,-0.1384
"22085","0.35936","496",7,17,-2.1122,2.4522,497,0.34,2.0445,-2.0573,-0.0127999999999999
"22086","-0.17468","406",6,9,-1.6122,1.194,407,-0.4182,1.178,-1.5411,-0.3631
"22087","1.37272","1260",31,47,-4.9515,7.7394,1259,2.7879,6.365,-4.1975,2.1675
"22088","-4.55318","728",18,31,-6.1423,2.2359,727,-3.9064,2.0579,-5.3791,-3.3212
"22089","0","8",-999,-999,-999,-999,-999,-999,-999,-999,-999
"22090","-12.4511","1605",40,81,-14.7001,5.3267,1601,-9.3734,4.1422,-12.2328,-8.0906
"22091","2.20588","1081",14,57,-3.778,6.1502,1078,2.3722,5.1534,-3.5596,1.5938
"22092","-1.817","1229",39,81,-8.2929,5.4043,1225,-2.8886,4.3949,-6.0247,-1.6298
"22093","-10.9323","1461",37,71,-13.9678,5.0589,1460,-8.9089,3.9104,-11.8674,-7.957
"22094","0.6115","229",4,6,-0.5235,0.9892,231,0.4657,0.8205,-0.4803,0.3402
"22095","-2.66816","797",12,28,-3.512,1.1405,799,-2.3715,0.8582,-3.4976,-2.6394
"22096","-0.37744","1169",25,66,-5.7988,3.8221,1176,-1.9767,2.9986,-4.9712,-1.9726
"22097","0.9275","99",1,11,-0.3623,0.5503,103,0.188,0.4318,-0.3623,0.0695
"22098","-1.4081","599",6,19,-2.0044,1.042,599,-0.9624,0.6503,-1.9948,-1.3445
"22099","-8.13842","1670",45,69,-13.9319,6.8076,1674,-7.1243,4.7691,-12.0236,-7.2545
"22100","-0.93188","752",17,47,-5.7743,4.9601,753,-0.8142,4.3299,-5.7101,-1.3802
"22101","3.09948","1202",18,65,-4.7461,6.7511,1198,2.005,5.1534,-4.5181,0.6353
