"id","qdap_value_ampl","qdap_nword"
"52139","-4.21784","1010"
"52140","-4.66544","1489"
"52141","4.16124","1306"
"52142","0.3222","382"
"52143","-0.3005","532"
"52144","-0.0761399999999999","592"
"52145","-4.15008","3255"
"52146","-1.61594","544"
"52147","-2.26422","738"
"52148","-2.37274","1457"
"52149","-2.38098","1410"
"52150","-6.14396","2006"
"52151","-8.19006","1490"
"52152","-1.0959","347"
"52153","-2.1608","824"
"52154","-2.07536","512"
"52155","-2.4115","854"
"52156","-8.8238","1143"
"52157","-10.47028","732"
"52158","-3.83358","556"
"52159","-9.652","1107"
"52160","-2.48794","1494"
"52161","-3.30124","1054"
"52162","2.2591","1321"
"52163","-1.1808","261"
"52164","-2.8452","287"
"52165","-3.165","1583"
"52166","-2.10736","1548"
"52167","-2.3301","398"
"52168","-2.29114","1968"
"52169","2.5883","254"
"52170","-1.4244","593"
