"id","qdap_value_ampl","qdap_nword"
"50110","-11.53844","1696"
"50111","2.88918","1065"
"50112","0.0848799999999999","1860"
"50113","-7.38358","1717"
"50114","-9.80838","1086"
"50115","1.4244","937"
"50116","-3.29012","498"
"50117","-2.15704","1385"
"50118","-3.74966","915"
"50119","-1.125","2097"
"50120","-2.86548","224"
"50121","-3.91484","893"
"50122","-2.20426","1231"
"50123","1.97506","924"
"50124","-6.01194","1358"
"50125","-1.2484","1122"
"50126","-7.12264","834"
"50127","-2.96168","423"
"50128","1.80372","990"
"50129","-4.9459","1624"
"50130","-8.53536","2203"
"50131","-1.26944","926"
