"id","qdap_value_ampl","qdap_nword"
"26439","-1.9359","318"
"26440","-5.99592","1003"
"26441","0.69138","1142"
"26442","-4.24834","1930"
"26443","-0.54958","1639"
"26444","-5.0968","1453"
"26445","1.12228","551"
"26446","-1.99178","606"
"26447","-2.9474","237"
"26448","-21.64586","1848"
"26449","-0.53302","968"
"26450","-9.59874","1437"
"26451","-5.63348","1400"
"26452","-3.0552","213"
"26453","-0.22534","499"
"26454","-0.572","230"
"26455","-4.83142","538"
"26456","-0.15742","473"
"26457","-1.07632","256"
"26458","-2.52906","214"
"26459","-4.50112","356"
"26460","-2.10478","628"
"26461","-1.4976","3851"
"26462","-1.47838","593"
"26463","-2.4563","496"
"26464","1.4809","1015"
"26465","-4.0838","513"
"26466","-18.4624","1455"
"26467","-7.2135","1100"
"26468","-10.1737","938"
"26469","0.2666","539"
"26470","-7.0633","700"
"26471","1.71296","889"
"26472","0.66262","178"
"26473","-6.26076","1061"
"26474","-0.7118","194"
"26475","-6.01366","1414"
"26476","-0.56016","166"
"26477","-8.26556","758"
"26478","-1.89636","1588"
"26479","-0.0932600000000001","489"
"26480","-3.8061","222"
"26481","-0.8426","169"
"26482","-1.28326","933"
"26483","-2.18614","496"
