"id","qdap_value_ampl","qdap_nword"
"56386","0.2793","4924"
"56387","2.4081","526"
"56388","-3.24898","498"
"56389","-2.28504","1638"
"56390","0.5528","372"
"56391","-9.54654","1993"
"56392","-3.50772","1113"
"56393","-0.5299","1444"
"56394","0.95662","258"
"56395","-0.9964","796"
"56396","2.19858","1173"
"56397","-2.71696","1537"
"56398","-2.51902","956"
"56399","-1.05922","654"
"56400","-0.8495","323"
"56401","-6.69342","1001"
"56402","-1.26868","771"
"56403","3.29824","501"
"56404","-8.88302","1788"
"56405","0.99858","2261"
"56406","-3.62638","898"
"56407","-10.79214","1700"
"56408","-7.6017","1886"
"56409","-2.2846","330"
"56410","0.455","199"
"56411","2.59352","161"
"56412","-0.9228","145"
"56413","-0.83318","632"
"56414","-0.1985","295"
"56415","-6.93344","1155"
"56416","-1.464","1214"
"56417","-0.11868","976"
"56418","-0.8285","339"
"56419","-1.10296","788"
"56420","-3.8387","1912"
"56421","-4.2145","869"
"56422","-7.40512","1342"
"56423","-0.41918","1329"
