"title","number","date","keywords","link"
"Österreich: Satter Profit","2008.25.45478","2008-08-28","Politik, Österreich, Gesellschaft, Gesellschaft_und_soziales_Leben, Sozialpolitik, Gesellschaft, Gesellschaft_und_soziales_Leben, Alfred Dorfer, Wissenschaft, Pharmakonzern, Statistik, Studie, Vertrag, Wahl","http://www.zeit.de/2008/25/Donnerstalk"
"SPD: Germany’s next Kanzlerkandidat","2008.25.45479","2008-06-13","Politik, SPD, Politik, Innenpolitik, Politik, Innenpolitik, Partei, Frank Walter Steinmeier, SPD, Angela Merkel, CDU, Franz Müntefering, Kurt Beck, Oskar Lafontaine, Gesine Schwan, Klaus Wowereit, Die Linke, Forsa, Infratest, Kanzleramt, Nationalelf, Sonntagsfrage, Sozialdemokratie, Nürnberg","http://www.zeit.de/2008/25/Mitglieder-CDU-SPD"
"Integration: Podolski braucht mehr Freunde","2008.25.45480","2008-06-12","Politik, Integration, Politik, Innenpolitik, Politik, Innenpolitik, Integration, Barack Obama, David Odonkor, Oliver Neuville, Aufenthaltserlaubnis, Chancengerechtigkeit, Fußball-Nationalmannschaft, Ilija Trojanow, Ghana, Kanada, Türkei, Ungarn, Andalusien, Granada","http://www.zeit.de/2008/25/EM-Sturm-Integration"
"Aussenpolitik: Die Leisetreterin von Berlin","2008.25.45481","2008-06-11","Politik, Aussenpolitik, Politik, Internationale_Beziehungen, Politik, Internationale_Beziehungen, Aussenpolitik, Angela Merkel, Barack Obama, George W.  Bush, Berlin, Außenpolitik, Dmitri Medwedew, Nato, Russland, Horst Teltschik, Kanzleramt, USA, Afghanistan, China, Irak, Ukraine, Washington D.C., Moskau, Paris","http://www.zeit.de/2008/25/Deutsche-Aussenpolitik"
"Verbraucherschutz: Der Agrar-Charmeur","2008.25.45482","2008-06-12","Politik, Verbraucherschutz, Horst Seehofer, Europäische Union, CSU, EU-Kommission, Erwin Huber, Heidemarie Wieczorek-Zeul, Renate Künast, Verbraucherschutz, Biokraftstoff, Discounter, Lebensmittelindustrie, Lidl, Lobbyismus, Minister, Senegal, Rom, Bayern, Berlin, Brüssel","http://www.zeit.de/2008/25/Seehofer-Portraet"
"Österreich: Die fatale Patriotismus-Strategie","2008.25.45483","2008-06-12","Politik, Österreich, Wirtschaft, Transport_und_Verkehr, Wirtschaft, Transport_und_Verkehr, Wirtschaft_und_Konjunktur, Österreich, Lufthansa, Wolfgang Mayrhuber, Billigflieger, Wien, Europa, München, Osteuropa, Paris, Westeuropa, Zürich","http://www.zeit.de/2008/25/AUA"
"Österreich: »Es ist ein Pfutschijammer!«","2008.25.45484","2008-06-12","Politik, Österreich, Geschichte, Ausstellung, Geschichte, Ausstellung, Musik, Österreich, Sendung, Volksbegehren, Wien, Bagdad","http://www.zeit.de/2008/25/Kabarett"
"US-Wahl: Wir wollen Obama ...","2008.25.45485","2008-06-13","Politik, US-Wahl, Politik, Internationale_Beziehungen, Aussenpolitik, Wahl, Wahlkampf, Politik, Internationale_Beziehungen, Aussenpolitik, Wahl, Wahlkampf, Us-wahlkampf, Barack Obama, George W.  Bush, Ronald Reagan, Margaret Thatcher, John McCain, Richard Nixon, Entspannungspolitik, Barack Obama, Republikaner (USA), China, US-Wahl, USA, Vietnam, Belgrad, Europa","http://www.zeit.de/2008/25/Zeitgeist-25"
"China: Das Volk und seine Feinde","2008.25.45486","1899-12-31","Politik, China, Politik, Internationale_Beziehungen, China, Politik, Internationale_Beziehungen, China, Deutschland","http://www.zeit.de/2008/25/China"
"Bundespräsident: In einer wölfischen Welt","2008.25.45487","1899-12-31","Politik, Bundespräsident, Politik, Innenpolitik, Staat, Staatsorgane, Staatsoberhaupt, Politik, Innenpolitik, Staat, Staatsorgane, Staatsoberhaupt, Praesident","http://www.zeit.de/2008/25/Interview-Schwan"
"Simbabwe: Blutgeld aus Bayern","2008.25.45488","1899-12-31","Politik, Simbabwe, Politik, Internationale_Beziehungen, Politik, Internationale_Beziehungen","http://www.zeit.de/2008/25/Mugabes-Druckerei"
"Meinung: Einäugig","2008.25.45489","1899-12-31","Politik, Meinung, Politik, Internationale_Beziehungen, Politik, Internationale_Beziehungen","http://www.zeit.de/2008/25/Widerspruch-25"
"Irak: Schwerer Anschlag in Bagdad","2008.25.45490","2008-06-18","Politik, Irak, Irak, Irak, Terrorismus","http://www.zeit.de/online/2008/25/bagdad"
"China/Taiwan: Historisches Abkommen über Direktflüge","2008.25.45491","2008-06-13","Politik, China/Taiwan, Politik, Internationale_Beziehungen, China, Politik, Internationale_Beziehungen, China, Taiwan","http://www.zeit.de/online/2008/25/china"
"","2008.25.45492","2008-06-12","Politik, , Stephen Harper, Aborigine, Gericht, Internat, Inuit, Kevin Rudd, Misshandlung, Ottawa, Parlament, Premierminister, Australien, Kanada, Kirche, Minister, Regierung, Blackwater","http://www.zeit.de/online/2008/25/kanada"
"Irland: Quittung für die Eliten","2008.25.45493","2008-06-16","Politik, Irland, Europapolitik, Europapolitik, Demokratie, Europäische Union, Irland, Ass, Brian Cowen, Bürokratie, Europaparlament, Integration, Reform, Regierungschef, Verfassung, Vertrag, Europa, Brüssel, Lissabon, Nizza","http://www.zeit.de/online/2008/25/eu"
"Nach dem irischen Nein: EU sucht Weg aus der Krise","2008.25.45494","2008-06-16","Politik, Nach dem irischen Nein, Politik, Staat, Staatsorgane, Politik, Staat, Staatsorgane, Staatsoberhaupt, Europäische Union, Frank Walter Steinmeier, Brian Cowen, CDU, Sucht, Wolfgang Schäuble, Europäische Union, Außenminister, Direktwahl, Integration, Irland, Regierungschef, Verfassungsgericht, Vertrag, Yves Leterme, Großbritannien, Italien, Spanien, Tschechische Republik, Europa, Dublin, Lissabon","http://www.zeit.de/online/2008/25/irland"
"Weltwirtschaft: Öl ins Feuer","2008.25.45495","2008-09-09","Politik, Weltwirtschaft, Wirtschaft_und_Konjunktur, Volkswirtschaft, Energie, Fossile_energie, Erdoel, Europäische Zentralbank, Dollar, Energie, Finanzkrise, Gaspreis, Getreide, Inflation, Liquidität, US-Wirtschaft, USA, Ölpreis, Übersee, Brasilien, China, Indien, Russland, Saudi Arabien, Washington D.C","http://www.zeit.de/2008/25/01-Weltwirtschaft"
"US-Präsident: Bushs Erbe","2008.25.45496","2008-06-17","Politik, US-Präsident, Politik, Internationale_Beziehungen, Ausland, Politik, Internationale_Beziehungen, George W.  Bush, Gordon Brown, US-Präsident, Barack Obama, Bill Clinton, Tony Blair, Nelson Mandela, Aids, Bono, Genozid, Irak, Klimaschutz, Malaria, Präsident, USA, Ölpreis, Erbe, Georgien, Ruanda, Ukraine, Afrika, Europa, Osteuropa","http://www.zeit.de/online/2008/25/bush"
"US-Präsident: Bushs Erbe","2008.25.45497","2008-06-17","Politik, US-Präsident, Politik, Internationale_Beziehungen, Ausland, Politik, Internationale_Beziehungen, George W.  Bush, Gordon Brown, US-Präsident, Barack Obama, Bill Clinton, Tony Blair, Nelson Mandela, Aids, Bono, Genozid, Irak, Klimaschutz, Malaria, Präsident, USA, Ölpreis, Erbe, Georgien, Ruanda, Ukraine, Afrika, Europa, Osteuropa","http://www.zeit.de/online/2008/25/bush"
"Guantánamo-Urteil: Kampf um die Zukunft","2008.25.45498","2008-06-14","Politik, Guantánamo-Urteil, Terrorismus, Menschenrechtsverletzung, Verfassungsgericht, Terrorismus, Menschenrechtsverletzung, John McCain, Barack Obama, George W.  Bush, Recht, USA, Anschlag, Bundesgericht, Freiheitsentzug, Gefangenenlager, Gericht, Justiz, Pentagon, Präsident, Republikaner (USA), Richter, Verfassung, England, Guantánamo, Europa, Pennsylvania","http://www.zeit.de/online/2008/25/guantanamo"
"Guantánamo: Anwälte und Menschenrechtler jubeln","2008.25.45499","2008-06-13","Politik, Guantánamo, Politik, USA,  Guantanamo, Politik, George W.  Bush, Ramzi Binalshibh, Anschlag, Gericht, Guantánamo, Louise Arbour, Prozess, Republikaner (USA), Richter, Todesstrafe, US-Präsident, US-Regierung, Verfassung, Rom, Washington D.C","http://www.zeit.de/online/2008/25/meldung"
"Altersteilzeit: Kampf um die vorgezogene Rente","2008.25.45500","2008-06-12","Politik, Altersteilzeit, Wirtschaft, Sozialpolitik, Arbeit, Arbeitsbedingungen, Sozialpartner, IG Metall, Rente, SPD, Altersteilzeit, Arbeitgeber, Euro, Gehalt, Martin Kannegiesser, Rentenversicherung, Ruhestand, Vorruhestand, Warnstreik, Baden-Württemberg, Braunschweig","http://www.zeit.de/2008/25/Altersteilzeit"
