"title","number","date","keywords","link"
NA,"1995.50.10433","1995-12-08","Politik, , SPD, CDU, Heinrich August Winkler, FDP, Grüne, PDS, DDR, Eigentum, Harald Ringstorff, Jens Reich, Minderheitsregierung, MIT, Berlin, Dresden, Magdeburg, Weimar","http://www.zeit.de/1995/50/Am_Nasenring_Vorige_Woche_warnte_der_Historiker_Heinrich"
NA,"1995.50.10434","1995-12-08","Politik, , Michail Gorbatschow, Russland, Demokratie, Duma, Heer, Komödie, Kreml, Nachfolge, Parlamentswahl, Partnerschaft, Präsident, Wahl, Sowjetunion, Moskau","http://www.zeit.de/1995/50/Russlands_Wahlen_muessen_stattfinden"
NA,"1995.50.10435","1995-12-08","Politik, , Günter Grass, DDR, Lech Wa??sa, Polen, Solidarnosc, Stasi, Universität Rostock, Baden-Baden, Danzig, Hannover, London, Rostock, Warschau","http://www.zeit.de/1995/50/Immer_zu_Diensten"
NA,"1995.50.10436","1995-12-08","Politik, , Alain Juppé, Bill Clinton, CDU, FDP, SPD, Wolfgang Schäuble, Heide Simonis, Volker Rühe, Bibliothek, Friedenstruppe, Vojislav Seselj, Bosnien und Herzegowina, Bayern, Bonn, Nagasaki, Washington D.C","http://www.zeit.de/1995/50/Worte_der_Woche"
NA,"1995.50.10437","1995-12-08","Politik, , Radebeul, CDU, Oskar Lafontaine, SPD, Gregor Gysi, Bündnisgrüne, Direktmandat, Linkspartei, PDS, Politikverdrossenheit, Test, Klima, Wahlkampf, Niederrhein","http://www.zeit.de/1995/50/Die_linke_Mehrheit_In_Scherben"
NA,"1995.50.10438","1995-12-08","Politik, , Charles de Gaulle, Jacques Chirac, Baden-Baden, Chef, Kaffee, Premierminister, Präsident, Radio, Republik, Streitkräfte, Frankreich, Paris","http://www.zeit.de/1995/50/Seelenkur_in_Baden-Baden"
NA,"1995.50.10439","1995-12-08","Politik, , Europa, Europäische Union, Binnenmarkt, Bundestagswahlkampf, Europapolitik, Ratifizierung, Volksabstimmung, Währung, Frankreich, Brüssel, Bonn, Maastricht, Paris","http://www.zeit.de/1995/50/Europa_braucht_einen_Plan"
NA,"1995.50.10440","1995-12-08","Politik, , SPD, Finanzen, DDR, Obdachlose, PDS, Verwaltung, Berlin, Schottland","http://www.zeit.de/1995/50/Alle_Tueren_offen"
NA,"1995.50.10441","1995-12-08","Politik, , Helmut Kohl, FDP, Oskar Lafontaine, Wolfgang Schäuble, SPD, Helmut Schmidt, Burkhard Hirsch, Günter Rexrodt, Justizministerium, Sabine Leutheusser-Schnarrenberger, Bundestag, Drohung, Europapolitik, Misstrauensvotum, Privatsphäre, Wahlkampf, Währungsunion, Europa, Mainz, Stuttgart","http://www.zeit.de/1995/50/Aufbruch_in_den_Niedergang"
NA,"1995.50.10442","1995-12-08","Politik, , Christkind, Disneyland, Rubel, Erzgebirge, Nürnberg","http://www.zeit.de/1995/50/Hoch_die_heissen_Tassen"
NA,"1995.50.10443","1995-12-08","Politik, , Oskar Lafontaine, Bestattung, Brille, Exil, Geldstrafe, Frankreich, Aschaffenburg, Europa, Saar, Saarbrücken, Saarland","http://www.zeit.de/1995/50/Der_Fuerst_kehrt_heim"
NA,"1995.50.10444","1995-12-08","Politik, , Andreas Papandreou, Europäische Union, Konstantinos Karamanlis, Diktatur, Griechenland, Jura, Ministerpräsident, Regierungschef, Verteidigungsminister, USA, Athen, Balkan, Europa","http://www.zeit.de/1995/50/Die_Griechen_sind_politische_Waisen"
NA,"1995.50.10445","1995-12-08","Politik, , Korea, Roh Tae Woo, Chun Doo Hwan, Südkorea, Ausnahmezustand, Bestechung, Demokratie, Demonstration, Gericht, Kommunalwahl, Mord, Präsident, Putsch, Samsung, Staatsanwaltschaft, Seoul","http://www.zeit.de/1995/50/Skelette_im_Schrank"
NA,"1995.50.10446","1995-12-08","Politik, , Frieden, Bosnien und Herzegowina, Gasrechnung, Soldat, Sarajevo","http://www.zeit.de/1995/50/Einfach_Frieden_und_alles_vergessen_"
NA,"1995.50.10447","1995-12-08","Politik, , Hans Koschnick, Karsten Voigt, Bosnien und Herzegowina, Jugoslawien, Kroatien, Serbien, Balkan, Den Haag, London, Nürnberg, Sarajevo, Srebrenica","http://www.zeit.de/1995/50/Kein_Schweigegeld"
NA,"1995.50.10448","1995-12-08","Politik, , Paris, Jacques Chirac, Präsident, Alain Juppé, Jacques Delors, Edouard Balladur, Frankreich, Benin, Michel Rocard, Reform, Streik, Jacques Chirac, Paris, Afrika, Europa, Guinea","http://www.zeit.de/1995/50/Ein_Praesident_zwischen_allen_Stuehlen_Das_Volk_fuehlt"
NA,"1995.50.10449","1995-12-08","Politik, , Helmut Kohl, Bundeskanzleramt, Autopsie, Frieden, Marathon, Minister, Ministerpräsident, Reform, Tod, Mainz","http://www.zeit.de/1995/50/Doch_keine_Katastrofe"
