"id","qdap_value_ampl","qdap_nword"
"44145","-8.06238","1968"
"44146","0.17508","233"
"44147","-16.1689","5164"
"44148","9.2234","2309"
"44149","-7.96244","1139"
"44150","-5.72482","1517"
"44151","2.54818","1139"
"44152","-7.17042","566"
"44153","-2.98468","984"
"44154","-5.04506","2120"
"44155","-1.87862","696"
"44156","0.6336","604"
"44157","-0.79974","1506"
"44158","-2.4429","999"
"44159","-1.68152","658"
"44160","-5.41546","854"
"44161","-2.84172","1470"
"44162","-3.26944","818"
"44163","-1.46054","1075"
"44164","-0.40332","1052"
"44165","0.43574","1215"
"44166","-1.6222","222"
"44167","0.012","53"
"44168","-1.56444","162"
"44169","-0.84552","243"
"44170","-0.3751","188"
"44171","2.8889","227"
"44172","2.80064","2905"
"44173","-3.0956","239"
"44174","-0.7456","455"
"44175","0.53484","288"
"44176","1.32518","394"
"44177","1.82938","160"
"44178","-3.00942","307"
"44179","-0.31992","1059"
"44180","-11.09522","1470"
"44181","-4.51174","1569"
"44182","5.93812","1376"
"44183","-2.10444","353"
"44184","-1.79382","1472"
"44185","0.66518","1505"
"44186","-6.87466","906"
"44187","-1.3331","1285"
"44188","-5.86282","1562"
"44189","0.45886","277"
"44190","2.60758","589"
"44191","-3.6984","267"
"44192","-0.88436","304"
"44193","0.45886","277"
"44194","1.12678","759"
"44195","-0.96184","170"
"44196","-1.8734","349"
"44197","-0.3476","147"
"44198","-2.93362","400"
"44199","-0.4306","198"
