"id","qdap_value_ampl","qdap_nword"
"48776","-1.24936","182"
"48777","0","51"
"48778","-1.0638","148"
"48779","-3.3625","313"
"48780","-1.5801","171"
"48781","-0.9005","192"
"48782","-0.41798","256"
"48783","0.0901400000000002","1225"
"48784","0.01192","906"
"48785","-0.66736","764"
"48786","0.7569","195"
"48787","1.70648","148"
"48788","-2.66778","567"
"48789","-2.79328","330"
"48790","-1.2316","282"
"48791","0.004","97"
"48792","-2.91496","1290"
"48793","0.00305999999999998","252"
"48794","-3.60714","1185"
"48795","0","45"
"48796","0.004","74"
"48797","0","11"
"48798","0.45538","142"
"48799","0","24"
"48800","-2.30068","403"
"48801","-0.1346","206"
"48802","-0.32976","1160"
"48803","0.0852","165"
"48804","-5.55128","727"
"48805","-6.03888","1407"
"48806","-3.77432","708"
"48807","-1.44556","699"
"48808","0.21844","1821"
"48809","-11.72908","1039"
"48810","-2.05624","1725"
"48811","-3.83444","1462"
"48812","-1.00968","241"
"48813","-11.48666","2894"
"48814","-6.8839","2041"
"48815","-3.6872","752"
"48816","-3.05452","1218"
"48817","-5.65598","2242"
"48818","-3.9045","769"
"48819","-11.24876","1102"
"48820","-1.74624","1732"
"48821","-2.9432","1179"
"48822","-2.40536","447"
"48823","-6.57422","461"
"48824","-7.535","655"
"48825","-4.16496","811"
"48826","-0.0954600000000003","1006"
"48827","-1.39224","1302"
"48828","-2.0962","287"
"48829","-0.9139","228"
"48830","-0.2759","77"
"48831","0.008","71"
"48832","0.0294","186"
"48833","3.07202","1726"
"48834","0.68546","1017"
"48835","1.15418","197"
"48836","-1.0356","143"
"48837","-0.3359","150"
"48838","-1.5897","179"
"48839","-4.72862","723"
"48840","0.2319","146"
"48841","0.0294","184"
"48842","5.28358","2233"
"48843","-1.64662","1032"
"48844","-3.9958","1201"
"48845","-1.9218","538"
"48846","1.50344","1403"
"48847","-5.5201","1109"
"48848","-7.63778","1033"
"48849","-13.01984","2084"
"48850","0.7882","335"
