"id","qdap_value_ampl","qdap_nword"
"41504","-3.8332","1608"
"41505","2.33346","1339"
"41506","-13.88168","2283"
"41507","-1.2485","1004"
"41508","4.53456","2482"
"41509","-7.21966","1448"
"41510","-0.35328","234"
"41511","-1.3877","979"
"41512","-8.08498","1793"
"41513","-2.12212","901"
"41514","-2.2219","952"
"41515","-9.58112","1912"
"41516","-9.31462","1820"
"41517","-0.7827","417"
"41518","-2.6695","659"
"41519","0.56362","1196"
"41520","-2.35512","416"
"41521","2.41482","297"
"41522","-2.78332","660"
"41523","-0.9602","235"
"41524","-0.4811","302"
"41525","-2.3215","982"
"41526","0.422","113"
"41527","-2.6064","400"
"41528","-0.63148","248"
"41529","-2.0075","285"
"41530","-3.5495","282"
"41531","-0.20994","354"
"41532","0.49152","1053"
"41533","-0.3229","190"
"41534","-0.0327","983"
"41535","-5.12988","1103"
"41536","-3.80556","621"
"41537","2.2712","387"
"41538","-0.4645","199"
"41539","-3.03384","1202"
"41540","-0.0981","395"
"41541","0.6281","586"
"41542","-0.99384","1460"
"41543","2.36038","1691"
"41544","-2.00068","1476"
"41545","-0.5466","531"
"41546","-1.93816","260"
"41547","0.33684","2182"
"41548","1.0294","1498"
"41549","-2.856","1747"
"41550","-2.56342","1156"
"41551","-0.34626","1806"
"41552","-3.16676","860"
"41553","1.10344","998"
"41554","-3.64726","629"
"41555","-0.6847","160"
"41556","-1.7641","319"
"41557","-0.2553","227"
"41558","-2.56276","248"
"41559","-3.21806","1217"
"41560","-1.3832","847"
"41561","-0.16862","1189"
"41562","0.51112","163"
"41563","-0.5567","131"
"41564","-3.9838","671"
"41565","1.38634","1707"
"41566","-4.28844","1090"
"41567","0.0232","153"
"41568","0.1455","143"
"41569","-0.1704","224"
"41570","-0.82336","194"
"41571","0.4204","396"
"41572","-3.51426","582"
"41573","-3.7736","423"
