,Group.1,qdap_value_rel,sent_negv_rel,sent_posv_rel,sent_val_rel,posextind_rel,negextind_rel,valuext_rel,qdap_value_rel_50,sent_negv_rel_50,sent_posv_rel_50,sent_val_rel_50,posextind_rel_50,negextind_rel_50,valuext_rel_50,qdap_value_rel_sd,sent_negv_rel_sd,sent_posv_rel_sd,sent_val_rel_sd,posextind_rel_sd,negextind_rel_sd,valuext_rel_sd,qdap_value,sent_negv,sent_posv,sent_val,posextind,negextind,valuext
1,1989.12,-3.14E-05,-0.005890553,0.002298671,-0.003591882,0.001785803,-0.00515563,-0.003369828,1.11E-05,-0.005135228,0.002056343,-0.003344388,0.001646344,-0.004011722,-0.00261735,0.000200733,0.004617404,0.001555131,0.005532509,0.001332227,0.00474471,0.00573297,4.35E-06,-0.004986396,0.002582497,-0.002403899,0.00204708,-0.004085409,-0.002038329
2,1990.01,-3.00E-05,-0.004736653,0.002602434,-0.002134218,0.002127612,-0.004258552,-0.00213094,-3.44E-05,-0.004391546,0.002453039,-0.002307143,0.001961331,-0.00370055,-0.002314573,0.000134229,0.002150007,0.001234619,0.002317836,0.001113273,0.001918634,0.00203856,-2.45E-05,-0.00488777,0.002337713,-0.002550057,0.0018463,-0.004303852,-0.002457551
3,1990.02,1.68E-05,-0.004873342,0.002880441,-0.001992901,0.002333339,-0.004267852,-0.001934513,1.40E-05,-0.004664747,0.003001575,-0.001611001,0.002396438,-0.004276293,-0.001744592,9.85E-05,0.002668647,0.001345728,0.003234759,0.001090549,0.002423091,0.002814802,1.35E-05,-0.004773691,0.002735833,-0.002037858,0.002211585,-0.004060724,-0.001849139
4,1990.03,-3.73E-05,-0.005470306,0.002328181,-0.003142125,0.001886999,-0.004786473,-0.002899474,-9.52E-06,-0.004705719,0.002197488,-0.002774433,0.00169322,-0.004538716,-0.002470027,0.0002299,0.003661412,0.001400477,0.003931612,0.001221567,0.00314428,0.003452962,-1.12E-05,-0.005493992,0.002572494,-0.002921497,0.002053784,-0.004549017,-0.002495233
5,1990.04,-6.17E-06,-0.005355682,0.002679729,-0.002675953,0.002123119,-0.004587457,-0.002464339,6.21E-06,-0.004880903,0.002537461,-0.002559865,0.001959974,-0.004188042,-0.002372102,0.000100963,0.002884147,0.001431769,0.003326278,0.001090715,0.002433902,0.002602854,6.80E-06,-0.005257308,0.002545897,-0.00271141,0.002010069,-0.004438308,-0.002428239
6,1990.05,-1.45E-05,-0.005501395,0.002705106,-0.002796289,0.002252589,-0.004597961,-0.002345372,-2.63E-06,-0.005661826,0.002444592,-0.002798902,0.001999773,-0.004680124,-0.002529378,9.05E-05,0.002186259,0.001330493,0.002465801,0.00114543,0.001761107,0.002098149,-4.37E-06,-0.00578682,0.002636475,-0.003150345,0.002167463,-0.004800674,-0.002633211
7,1990.06,2.64E-05,-0.004643832,0.002973178,-0.001670654,0.002554865,-0.004145635,-0.001590771,1.14E-05,-0.004370225,0.002596597,-0.001621777,0.002191536,-0.004059529,-0.00162062,0.00017203,0.003108694,0.001823691,0.003765007,0.001805358,0.002878559,0.003522645,1.15E-05,-0.00473582,0.002651392,-0.002084428,0.002186907,-0.004107204,-0.001920297
8,1990.07,3.73E-05,-0.003893004,0.002536653,-0.001356351,0.002139165,-0.003349467,-0.001210302,1.07E-05,-0.003995774,0.002123099,-0.001688432,0.001692292,-0.003420467,-0.001388967,0.000215372,0.002644735,0.002496626,0.003564576,0.002475235,0.002313948,0.003317381,7.52E-06,-0.004830448,0.002473712,-0.002356735,0.001928106,-0.004028493,-0.002100388
9,1990.08,-1.52E-05,-0.005787168,0.002563254,-0.003223913,0.002037048,-0.004964594,-0.002927545,-2.04E-06,-0.005388061,0.002205792,-0.003154849,0.001726353,-0.004851668,-0.002822546,0.000125336,0.002936576,0.001588384,0.00339459,0.001377134,0.002346055,0.002804536,-9.12E-06,-0.005793069,0.002505523,-0.003287547,0.001937733,-0.004853155,-0.002915422
10,1990.09,-7.75E-06,-0.005312024,0.002335234,-0.00297679,0.00188569,-0.004524966,-0.002639276,-3.11E-06,-0.005010163,0.002017697,-0.003052765,0.00167458,-0.00455036,-0.00270042,0.000107654,0.002915847,0.001709631,0.003120743,0.001554332,0.002249388,0.002462213,-3.66E-06,-0.005431656,0.002250274,-0.003181382,0.001790212,-0.00457944,-0.002789228
