"id","qdap_value_ampl","qdap_nword"
"36825","-5.44706","665"
"36826","0.004","11"
"36827","0","27"
"36828","0.06744","14"
"36829","0","24"
"36830","0.2235","21"
"36831","-0.73852","792"
"36832","2.9317","451"
"36833","0.9174","433"
"36834","NaN","300"
"36835","-7.49072","656"
"36836","-0.95486","282"
"36837","-0.5965","437"
"36838","-3.00038","365"
"36839","2.83218","609"
"36840","-2.91386","1190"
"36841","-3.30346","404"
"36842","-0.85158","694"
"36843","-1.91456","456"
"36844","0.0195799999999999","255"
"36845","-0.95092","440"
"36846","0.0296","334"
"36847","0.3014","238"
"36848","-2.25088","652"
"36849","-1.87974","468"
"36850","1.52596","917"
"36851","1.58366","646"
"36852","0","1"
"36853","0","1"
"36854","0","1"
"36855","-1.195","313"
"36856","0","8"
"36857","0","8"
"36858","0","7"
"36859","0","8"
"36860","0","8"
"36861","0","8"
"36862","0","8"
"36863","0","8"
"36864","0","8"
"36865","0","8"
"36866","-1.9593","172"
"36867","0","8"
"36868","0.004","14"
"36869","0.0745","1068"
"36870","-1.78054","277"
"36871","-1.70944","374"
"36872","0.44846","593"
"36873","-1.12824","554"
"36874","-3.48998","556"
"36875","1.78194","293"
"36876","1.06628","314"
"36877","-2.09758","676"
"36878","-3.57498","1168"
"36879","-0.5635","348"
"36880","2.61924","613"
"36881","-0.84056","133"
"36882","-2.36574","715"
"36883","-5.64706","1490"
"36884","-0.5621","1067"
"36885","-2.55218","1132"
"36886","-3.75488","1690"
"36887","-2.32686","290"
"36888","NaN","1905"
"36889","-1.3641","306"
"36890","-2.7583","708"
"36891","-1.6416","320"
"36892","-1.4297","319"
"36893","-10.3305","1826"
"36894","-3.05088","1091"
"36895","0.00580000000000002","303"
"36896","-1.39366","537"
"36897","0.9172","262"
"36898","0.54076","823"
"36899","-4.06368","613"
"36900","-1.7472","356"
"36901","-4.16764","610"
"36902","-1.71926","603"
"36903","-0.7939","88"
"36904","-2.91904","994"
"36905","-0.9139","122"
"36906","-5.75466","1850"
"36907","0.3606","134"
"36908","2.8013","1655"
"36909","-0.15732","591"
"36910","0.63036","424"
"36911","-0.07832","448"
"36912","1.60128","454"
"36913","0.8116","187"
"36914","1.10858","1128"
"36915","-0.65996","134"
"36916","2.1669","671"
"36917","-1.9386","1872"
"36918","-2.96058","235"
"36919","-1.68316","938"
"36920","-0.6841","289"
"36921","-1.9146","258"
"36922","-6.57614","1479"
"36923","-0.36838","231"
"36924","1.0351","147"
"36925","-5.56804","1093"
"36926","-2.79934","852"
"36927","0.8147","1744"
"36928","0.008","147"
"36929","-4.15182","1613"
"36930","-0.74466","406"
"36931","-1.42206","367"
"36932","-1.4893","259"
"36933","-1.6099","321"
"36934","2.5911","243"
"36935","-7.70404","1278"
"36936","0.6533","662"
"36937","-0.78324","182"
"36938","0.41106","1001"
