"id","qdap_value_ampl","qdap_nword"
"37733","-2.14296","1101"
"37734","-3.4282","1728"
"37735","-13.09866","2414"
"37736","-2.1011","979"
"37737","-0.80346","723"
"37738","-1.11416","332"
"37739","1.07868","675"
"37740","1.39346","882"
"37741","-1.4452","513"
"37742","0.84096","470"
"37743","-5.1248","850"
"37744","-3.2297","332"
"37745","-2.83028","699"
"37746","1.15162","1201"
"37747","3.50844","877"
"37748","0.27914","426"
"37749","0.8007","180"
"37750","-0.98934","409"
"37751","3.1073","299"
"37752","1.32334","355"
"37753","-7.32066","1428"
"37754","-1.4037","466"
"37755","-0.4041","140"
"37756","-12.88884","1500"
"37757","-1.2633","1423"
"37758","1.3262","674"
"37759","0.86764","272"
"37760","-3.33304","2011"
"37761","-3.57476","1475"
"37762","1.1999","306"
"37763","-3.46248","1457"
"37764","-7.16192","5659"
"37765","-2.14816","1545"
"37766","-3.77724","569"
"37767","5.817","1501"
"37768","-0.1134","204"
"37769","-1.1628","236"
"37770","0.7219","155"
"37771","0.6648","167"
"37772","-4.6197","1793"
"37773","0.9314","249"
"37774","-8.84636","1442"
"37775","-2.2436","557"
"37776","-2.07502","501"
"37777","-0.3464","144"
"37778","0.3355","138"
"37779","-1.50694","1489"
"37780","0.0416","191"
"37781","-2.25104","840"
"37782","-5.78706","828"
"37783","-1.2382","1581"
"37784","-4.14162","1044"
