"id","qdap_value_ampl","qdap_nword"
"58066","-2.08364","481"
"58067","-3.17598","1010"
"58068","-3.76044","2018"
"58069","-6.13252","2261"
"58070","0.4173","525"
"58071","0.4088","479"
"58072","-0.04356","746"
"58073","-3.4767","1902"
"58074","-7.05306","1431"
"58075","0.9044","254"
"58076","-4.25114","781"
"58077","0.76812","795"
"58078","-1.0423","254"
"58079","-2.4025","620"
"58080","-0.84028","372"
"58081","-4.91792","567"
"58082","0.2859","234"
"58083","-3.15904","501"
"58084","-6.92146","1510"
"58085","-1.20822","2055"
"58086","-3.1408","768"
"58087","-5.02926","770"
"58088","-9.71934","1136"
"58089","-8.43176","2122"
"58090","-1.74416","1479"
"58091","-9.93302","548"
"58092","-4.75462","536"
"58093","-1.27074","1144"
"58094","-3.8888","1270"
"58095","-2.3577","603"
"58096","-3.25408","1315"
"58097","0.86454","618"
"58098","-1.33004","2213"
"58099","-2.17734","1033"
"58100","-2.613","1167"
"58101","-11.02588","1823"
"58102","1.40306","320"
"58103","4.44078","2845"
"58104","-2.96434","1199"
"58105","-0.34376","1760"
"58106","-0.99554","1265"
"58107","0.2011","1065"
"58108","2.20406","1561"
"58109","2.20846","1558"
