"id","qdap_value_ampl","qdap_nword"
"51381","1.89348","1016"
"51382","-2.5417","825"
"51383","-1.42952","2211"
"51384","1.4167","485"
"51385","-3.78322","1550"
"51386","-2.51426","687"
"51387","-8.2097","1178"
"51388","0.4117","643"
"51389","-1.22324","473"
"51390","3.5086","777"
"51391","-0.9771","282"
"51392","-3.83142","991"
"51393","-0.62646","509"
"51394","-2.3707","968"
"51395","-9.03474","1372"
"51396","-5.91864","1902"
"51397","-4.95696","1112"
"51398","1.01376","531"
"51399","-3.66714","1903"
"51400","0.28166","766"
"51401","-9.6897","2790"
