"id","qdap_value_ampl","qdap_nword"
"50301","-11.36862","5603"
"50302","-4.29268","1197"
"50303","-15.12778","1577"
"50304","-1.924","1869"
"50305","-7.14034","1978"
"50306","-2.27002","737"
"50307","-3.30936","534"
"50308","-14.98564","1785"
"50309","0.46314","1768"
"50310","1.55452","1216"
"50311","2.1136","522"
"50312","0.34268","298"
"50313","-7.45606","543"
"50314","-7.91998","1002"
"50315","-3.77402","966"
"50316","-3.13384","1435"
"50317","0.10274","529"
"50318","-15.69044","2542"
"50319","-1.8083","437"
"50320","-4.60864","1197"
"50321","1.1262","220"
"50322","-0.59682","1042"
"50323","3.64922","2793"
"50324","-6.65548","1552"
"50325","-0.59664","357"
"50326","-3.1143","994"
"50327","-1.0598","1167"
"50328","-1.2539","203"
