"id","qdap_value_ampl","qdap_nword"
"29576","-3.96462","1191"
"29577","5.5751","1684"
"29578","0.6922","304"
"29579","-3.5202","320"
"29580","-0.75842","464"
"29581","-2.47204","1728"
"29582","1.2385","295"
"29583","-2.01834","347"
"29584","-0.7175","638"
"29585","-3.76378","686"
"29586","0.00242000000000002","783"
"29587","-13.5639","2464"
"29588","1.6918","544"
"29589","-3.22714","1118"
"29590","-3.11872","1261"
"29591","-2.63372","643"
"29592","-1.1212","1025"
"29593","-1.13532","1282"
"29594","-1.2456","519"
"29595","-9.99866","1431"
"29596","-0.69182","838"
"29597","-2.94512","1220"
"29598","-1.6314","299"
"29599","-13.17836","6160"
"29600","-4.39252","530"
"29601","-9.56548","1644"
"29602","-3.4209","191"
"29603","-0.0493","182"
"29604","-6.01572","1059"
"29605","-0.42486","237"
"29606","-8.70532","1343"
"29607","-4.30578","897"
"29608","-0.42454","207"
"29609","0.2401","214"
"29610","0.333","418"
"29611","-2.12096","1453"
"29612","-0.7124","368"
"29613","-1.362","2138"
"29614","-0.7133","242"
"29615","-5.85932","2238"
"29616","-0.4996","102"
"29617","-0.6056","398"
"29618","-2.56264","737"
"29619","-3.27776","1549"
