"id","qdap_value_ampl","qdap_nword"
"52407","-3.8043","609"
"52408","-10.94758","2235"
"52409","-10.12874","1034"
"52410","1.81158","1155"
"52411","-0.2169","319"
"52412","1.21278","662"
"52413","-0.26602","686"
"52414","-7.63866","1285"
"52415","-0.3377","1193"
"52416","-2.33716","1296"
"52417","-0.76388","1705"
"52418","0.46664","742"
"52419","-0.98076","627"
"52420","-4.0824","1160"
"52421","1.05732","416"
"52422","-18.32244","2200"
"52423","-7.61156","564"
"52424","-4.28154","1137"
"52425","-4.15394","767"
"52426","-3.96294","1066"
"52427","-1.92392","297"
"52428","-5.8529","2068"
"52429","-12.37038","2408"
"52430","0.1338","857"
"52431","-5.68888","520"
"52432","-14.63298","1305"
"52433","-2.62034","852"
"52434","-1.5429","541"
