"title","number","date","keywords","link"
"Augen auf und durch","1997.9.14003","1997-02-21","Politik, , Bundesbank, Bundesregierung, Staatsfinanzen, Arbeitslose, Finanzmarkt, Währung, Dänemark, Finnland, Frankreich, Luxemburg, Niederlande, Europa","http://www.zeit.de/1997/09/Augen_auf_und_durch"
"Bittere Tropfen gegen den Kater","1997.9.14004","1997-02-21","Politik, , Helmut Kohl, CDU, SPD, Wolfgang Schäuble, Arbeitslose, Arbeitslosigkeit, Enkel, Europäische Währungsunion, Fastenzeit, Gesundheitssystem, Opfer, Rente, Sparpaket, Steuerreform, Wiedervereinigung, Bosnien und Herzegowina, Bonn, Passau","http://www.zeit.de/1997/09/Bittere_Tropfen_gegen_den_Kater"
"Vom Elend des Erfolges","1997.9.14005","1997-02-21","Politik, , Ungarn, Ungarn, Verteidigungsministerium, Polen, Frankreich, Budapest, Europa","http://www.zeit.de/1997/09/Vom_Elend_des_Erfolges"
"Fehlkalkulation","1997.9.14006","1997-02-21","Politik, , Helmut Kohl, Diplomat, Euro, Finanzminister, Gold, Grundstück, Miete, Belgien, Europa, Maastricht, Osteuropa","http://www.zeit.de/1997/09/Fehlkalkulation"
"Wolfram Siebeck: Wein, Schwein, Gesang","1997.9.14007","1997-02-21","Politik, , Gastronomie, Dienstleistung, Bielefeld, Grüne, tTokyo, Wein, Gesang, Chicago, Mosel, Gastronomie, Dienstleistung","http://www.zeit.de/1997/09/siebeck.19970221.xml"
"Surftips zur ZEIT Nr.9/97: Die Berlinale","1997.9.14008","1997-02-21","Politik, , ZDF, Berlinale, ARTE, Festival, Filmfestival, Internet, Redaktion, Retrospektive, Software, Berlin","http://www.zeit.de/1997/09/st0997.19970221.xml"
"Kein Feind, viel Ehr'","1997.9.14009","1997-02-21","Politik, , Europäische Union, George F.  Kennan, Nato, OSZE, Russland, Allianz, Anatoli Tschubais, Duma, Madeleine Albright, Militäraktion, Ratifizierung, Bosnien und Herzegowina, Europa, Polen, Tschechische Republik, USA, Ungarn, Moskau, Osteuropa","http://www.zeit.de/1997/09/Kein_Feind_viel_Ehr"
"Phlox nach der Mutter","1997.9.14010","1997-02-21","Politik, , Marianne, Belgien, DDR, Druckerzeugnis, Garten, Humboldt-Universität, Pflanze, Potsdam, Stockholm, Usedom","http://www.zeit.de/1997/09/Phlox_nach_der_Mutter"
"Suche nach Alex","1997.9.14011","1997-02-21","Politik, , Lager, Jusos, Wasserversorgung, Niederlande, Ukraine, Weißrussland, Osnabrück, Berlin","http://www.zeit.de/1997/09/Suche_nach_Alex"
"Gespenster von gestern","1997.9.14012","1997-02-21","Politik, , Rosenberg, Autor, Biografie, DDR, Egon Krenz, Polen, Schießbefehl, Bulgarien, Tschechoslowakei, Ungarn, Afrika, Berlin, New York, Prag, Warschau","http://www.zeit.de/1997/09/Gespenster_von_gestern"
"Worte der Woche","1997.9.14013","1997-02-21","Politik, , Bundesregierung, Edmund Stoiber, Nato, Oskar Lafontaine, Romano Prodi, Salman Rushdie, Außenminister, Christine Scheel, Eduard Lintner, Front National, Jewgeni Primakow, Judenverfolgung, Madeleine Albright, Ministerpräsident, Muammar al-Gaddafi, Ozonschicht, Frankreich, Europa, Passau","http://www.zeit.de/1997/09/wowos.txt.19970221.xml"
"","1997.9.14014","1997-02-21","Politik, , Die Linke, Daniela Dahn, Dogma, Klischee, Ministerpräsident, Realschule, Schriftsteller, Schule, Schüler, Frankreich, Großbritannien, Polen, Sachsen, Thüringen","http://www.zeit.de/1997/09/15235"
"Vor 50 Jahren: Der zerhackte Regenwurm","1997.9.14015","1997-02-21","Politik","http://www.zeit.de/1997/09/vor5009.txt.19970221.xml"
"Es fehlt der Funken","1997.9.14016","1997-02-21","Politik, , Helmut Kohl, Finanzen, Alltag, Arbeitslosigkeit, Atmosphäre, Bundeskanzler, DDR, Flughafen, Klischee, Mentalität, Nachrichtenagentur, Opposition, Sozialismus, Sowjetunion, Berlin, Moskau, Schönefeld","http://www.zeit.de/1997/09/Es_fehlt_der_Funken"
"Ein Blauwal namens Hwang","1997.9.14017","1997-02-21","Politik, , Korea, Nordkorea, Blauwal, Getreide, Südkorea, U-Boot, China, Kuba, Russland, Thailand, USA, Peking, Pjöngjang, New York","http://www.zeit.de/1997/09/Ein_Blauwal_namens_Hwang"
"Dur und Moll","1997.9.14018","1997-02-21","Politik, , Bühne, Helmut Kohl, Rita Süssmuth, CDU, Wolfgang Schäuble, RTL, Partnerschaft, Traum, Familie","http://www.zeit.de/1997/09/Dur_und_Moll"
"Etwas Schadenfreude","1997.9.14019","1997-02-21","Politik, , Bevölkerung, Arbeitsmarkt, Deregulierung, Dänemark, Europäische Währungsunion, Privatisierung, Reform, Großbritannien, Niederlande, Schweden, Bonn","http://www.zeit.de/1997/09/Etwas_Schadenfreude"
"Die Zwerchfellmauer","1997.9.14020","1997-02-21","Politik, , DDR, Bestechung, Kurzgeschichte, Berlin, Bautzen, Sachsen","http://www.zeit.de/1997/09/Die_Zwerchfellmauer"
"Mit Kopftuch","1997.9.14021","1997-02-21","Politik, , Kopftuch, Recht, Bundesverfassungsgericht, Glaube, Islam, Kopftuch, Lehrer, Schule, Schwäbisch Gmünd","http://www.zeit.de/1997/09/Mit_Kopftuch"
"Lehrstück","1997.9.14022","1997-02-21","Politik, , Mahnmal, CDU, Rita Süssmuth, Bundestagspräsident, Denkmal, Künstler, Parlament, Peter Radunski, Protest, Salomon Korn","http://www.zeit.de/1997/09/Lehrstueck"
"Kein Bier mit dem Gegner","1997.9.14023","1997-02-21","Politik, , Rot-Grün, Franz Müntefering, Grüne, Joschka Fischer, Michael Vesper, SPD, Bundesregierung, Christine Scheel, FDP, Oskar Lafontaine, Oswald Metzger, Allianz, Andrea Fischer, Aschermittwoch, Matthias Berninger, Steuerreform, Bonn, Hessen","http://www.zeit.de/1997/09/Kein_Bier_mit_dem_Gegner"
"Umsiedelung: Horno in Brandenburg soll der Braunkohle weichen. Aber die Einwohner wollen bleiben","1997.9.14024","1997-02-21","Politik, , Manfred Stolpe, Matthias Platzeck, DDR, Kohle, Landesregierung, Potsdam, Cottbus","http://www.zeit.de/1997/09/horno.txt.19970221.xml"
"Patriotin aus Amerika","1997.9.14025","1997-02-21","Politik, , Minister, Slobodan Miloševic , Medien, USA, Diaspora, Katechismus, Radovan Karadžic, Serbien, Staatsbürgerschaft, Ökonomie, Jugoslawien, USA, Belgrad, Balkan, Chicago, Washington D.C","http://www.zeit.de/1997/09/Patriotin_aus_Amerika"
"Entsorgung","1997.9.14026","1997-02-21","Politik, , Bischof, Militärseelsorge, Parlament, Verteidigungsminister, Polen","http://www.zeit.de/1997/09/Entsorgung"
"Jens Reich über Tina Rosenbergs Buch Die Rache der Geschichte","1997.9.14027","1997-02-21","Politik, , Buchtitel, Kultur, Geschichtswissenschaft, Geisteswissenschaft, Geschichte, Deutschland, Zeitgeist, Filmtitel, Buchtitel, Kultur, Geschichtswissenschaft, Geisteswissenschaft, Geschichte, Deutschland, Zeitgeist, Autor, Buch, DDR, Egon Krenz, Jens Reich, Polen, Pulitzerpreis, Schießbefehl, USA, Bulgarien, Tschechoslowakei, Ungarn, Afrika, Berlin, New York, Prag, Warschau","http://www.zeit.de/1997/09/rosenber.txt.19970221.xml"
"Verwischte Linien","1997.9.14028","1997-02-21","Politik, , Helmut Kohl, Wolfgang Schäuble, Norbert Blüm, SPD, CDU, Christian Wulff, Oskar Lafontaine, Bundeskanzler, Bündnis für Arbeit, Innovation, Kanzleramt, Reform, Souveränität, Steuerreform, Vermittlungsausschuss, Bonn","http://www.zeit.de/1997/09/Verwischte_Linien"
"Ausgezeichnet","1997.9.14029","1997-02-21","Politik, , Ralf Dahrendorf, Theodor Heuss, Gerd Bucerius, Bildung, Biografie, Bundespräsident, Demokratie, Zeitung","http://www.zeit.de/1997/09/Ausgezeichnet"
"Die lähmende Kraft der Hoffnung","1997.9.14030","1997-02-21","Dossier, , Zeche, SPD, FC Schalke 04, Bergbau, Emotion, Hoffnung, Kohle, Ruhrgebiet, Bayern, Berlin, Bonn, München","http://www.zeit.de/1997/09/Die_laehmende_Kraft_der_Hoffnung"
"Schachern um Kohle","1997.9.14031","1997-02-21","Dossier, , Kohle, Helmut Kohl, Bundesregierung, FDP, SPD, Grüne, Günter Rexrodt, Bundeskanzler, Bundeswirtschaftsminister, Energieversorgung, Geld, Handel, Produktion, Region, Unternehmen, Nordrhein-Westfalen, Saarland","http://www.zeit.de/1997/09/Schachern_um_Kohle"
"Dämme gegen das Kapital","1997.9.14032","1997-02-21","Wirtschaft, , Lisbon, Sozialstaat, Vereinte Nationen, Schweden, Indonesien, Indien, Lissabon, München, New York","http://www.zeit.de/1997/09/Daemme_gegen_das_Kapital"
"Kniefall des Ministers","1997.9.14033","1997-02-21","Wirtschaft, , Horst Seehofer, FDP, Gesundheitspolitik, Arzt, Bonus, Gesundheitsminister, Gesundheitssystem, Gesundheitsvorsorge, Krankenkasse, Kur, Pharmaindustrie, Rationalisierung, Versicherung","http://www.zeit.de/1997/09/Kniefall_des_Ministers"
"Mafiosi, Schieber und Betrüger","1997.9.14034","1997-02-21","Wirtschaft, , Albanien, Sali Berisha, Albanien, Dollar, Geld, Geldwäsche, Reichtum, Stiftung, Weltbank, Afghanistan, Italien, Ruanda, Tirana","http://www.zeit.de/1997/09/Mafiosi_Schieber_und_Betrueger"
"Die globale Freischaltung","1997.9.14035","1997-02-21","Wirtschaft, , Deutsche Telekom, Telekom, AT&amp;T, WTO, Renato Ruggiero, tTokyo, USA, Afrika, Asien, Europa, Genf","http://www.zeit.de/1997/09/Die_globale_Freischaltung"
"Bavaria-St. Pauli: Dortmunder raus Puma: Amerikaner her Deutsche Babcock: Häuptlinge weg","1997.9.14036","1997-02-21","Wirtschaft, , Manager, Adidas, Henning Voscherau, Brauerei, Dortmund, Augsburg, Berlin, Hamburg, Jever, St. Pauli","http://www.zeit.de/1997/09/Bavaria-St_Pauli_Dortmunder_raus_Puma_Amerikaner_her_Deutsche"
"Zuviel auf einmal","1997.9.14037","1997-02-21","Wirtschaft, , Nölling, Europäische Zentralbank, Bundesverfassungsgericht, Euro, Finanzmarkt, Finanzpolitik, Parlament, Rentenreform, Resolution, Schiedsrichter, Staatsverschuldung, Verfassungsgericht, Währung, Währungsunion, Arbeitslosigkeit, Bundeskanzler, Gewalt, Vertrag, Europa","http://www.zeit.de/1997/09/Zuviel_auf_einmal"
"Top","1997.9.14038","1997-02-21","Wirtschaft, , Brite, EU-Kommission, John Major, OECD, Arbeitnehmer, Arbeitsmarkt, Fabrik, Internationaler Währungsfonds, Kündigungsschutz, Urlaub, Zeitarbeit, Südkorea, Taiwan, Europa","http://www.zeit.de/1997/09/Top"
"Stopp","1997.9.14039","1997-02-21","Wirtschaft, , Konferenz","http://www.zeit.de/1997/09/Stopp"
"Luxus bringt Profit","1997.9.14040","1997-02-21","Wirtschaft, , Abwasser, Biotechnologie, Umweltschutz, Wasserverschmutzung, Ökologie, Tübingen","http://www.zeit.de/1997/09/Luxus_bringt_Profit"
