"id","qdap_value_ampl","qdap_nword"
"25791","3.33962","2589"
"25792","-1.63334","2010"
"25793","-0.07194","237"
"25794","-1.70418","395"
"25795","2.0247","1112"
"25796","3.68062","2537"
"25797","1.63292","386"
"25798","-0.3716","134"
"25799","-0.40694","426"
"25800","-6.83382","1098"
"25801","-1.23994","254"
"25802","-1.4651","506"
"25803","-1.46414","390"
"25804","-7.6742","1020"
"25805","1.292","486"
"25806","-2.39958","231"
"25807","-2.4585","124"
"25808","-11.86736","5087"
"25809","-5.79972","954"
"25810","1.31972","1005"
"25811","0.71994","165"
"25812","-1.03612","507"
"25813","0.0111200000000003","1815"
"25814","0.83726","237"
"25815","4.94512","990"
"25816","-5.15984","1057"
"25817","-2.22946","651"
"25818","1.24232","249"
"25819","3.1385","803"
"25820","-7.66988","1437"
"25821","-0.4531","401"
"25822","0.30116","738"
"25823","-1.85526","217"
"25824","-1.93422","194"
"25825","-3.42274","882"
"25826","-0.82148","748"
"25827","0.5658","1036"
"25828","-4.91864","421"
"25829","0.004","66"
"25830","-10.25214","1321"
