"id","qdap_value_ampl","qdap_nword"
"32585","-1.50576","255"
"32586","-2.1298","135"
"32587","-4.8674","1504"
"32588","-10.22112","1892"
"32589","-6.38312","1449"
"32590","-3.11728","1238"
"32591","-5.22456","1216"
"32592","1.64864","1455"
"32593","-0.80002","491"
"32594","-2.3085","289"
"32595","-6.37832","1448"
"32596","-1.3287","631"
"32597","-3.23304","531"
"32598","0.8335","655"
"32599","-3.6056","1228"
"32600","-3.04412","434"
"32601","-2.4008","1061"
"32602","1.2654","328"
"32603","-0.0705","268"
"32604","-4.44396","1872"
"32605","-7.7558","1020"
"32606","0.0396600000000001","1564"
"32607","-5.37626","2300"
"32608","-9.03416","1768"
"32609","2.14194","263"
"32610","-2.3556","508"
"32611","-3.91476","1018"
"32612","-2.49312","4991"
"32613","2.0857","369"
"32614","-1.51602","395"
"32615","-7.2476","627"
"32616","0.14642","239"
"32617","-1.55018","1872"
"32618","-1.4614","294"
"32619","3.48648","1491"
"32620","-0.0217400000000001","1574"
"32621","-1.42908","1093"
"32622","-0.95086","240"
"32623","2.16524","1302"
"32624","-4.3072","834"
"32625","0.1503","756"
"32626","-7.68394","1139"
"32627","1.50226","732"
"32628","1.90098","1271"
"32629","0.5577","949"
"32630","-1.9252","212"
"32631","1.5817","201"
"32632","-5.55334","2366"
"32633","0.3028","171"
"32634","-0.84898","807"
"32635","1.44844","213"
