"id","qdap_value_ampl","qdap_nword"
"24685","-5.24368","2760"
"24686","-1.30114","293"
"24687","-1.00966","836"
"24688","-3.9232","192"
"24689","-6.93934","1671"
"24690","-3.0576","850"
"24691","0.28416","302"
"24692","-0.5276","209"
"24693","-2.4528","164"
"24694","0.02034","198"
"24695","-0.206","1792"
"24696","-5.63666","1285"
"24697","-5.83228","2005"
"24698","-2.9416","389"
"24699","2.993","1142"
"24700","-23.54992","5831"
"24701","-1.4544","750"
"24702","0.2254","1098"
"24703","0.008","45"
"24704","-0.0952","141"
"24705","-0.24088","1004"
"24706","-3.04066","478"
"24707","-8.67758","1580"
"24708","-13.05564","1178"
"24709","-2.42244","310"
"24710","-0.26704","830"
"24711","2.09438","1841"
"24712","0.0232","82"
"24713","-3.89746","387"
"24714","-5.77292","820"
"24715","-0.26882","269"
"24716","-5.9463","613"
"24717","0.23656","317"
"24718","-5.4495","496"
"24719","-9.0719","1085"
