"id","qdap_value_ampl","qdap_nword"
"53461","-9.41164","1348"
"53462","-4.73286","751"
"53463","-2.8175","1255"
"53464","-18.39026","1949"
"53465","-8.15256","1305"
"53466","-0.19894","1496"
"53467","-11.0216","1489"
"53468","-5.4686","952"
"53469","-6.4196","1350"
"53470","-1.18798","885"
"53471","-0.51016","1444"
"53472","1.7167","1409"
"53473","-4.75038","498"
"53474","-7.75524","2085"
"53475","2.90254","618"
"53476","-3.60614","1586"
"53477","-0.158","556"
"53478","-4.81296","1692"
"53479","1.8245","1120"
"53480","3.77604","3049"
"53481","-5.37704","2481"
"53482","2.7277","870"
"53483","-3.20912","743"
"53484","-0.63506","575"
"53485","-5.53448","1510"
"53486","-8.2186","1880"
"53487","-3.7305","1070"
