"title","number","date","keywords","link"
"Südkorea: Requiem für ein Fischerdorf","2011.39.52596","2011-09-28","Politik, Südkorea, Suedkorea, Suedostasien, Südkorea, Unesco, Fußball-WM, Kim Dae Jung, Requiem, Stützpunkt, China, Taiwan, USA, Moskau, Seoul, Washington D.C","http://www.zeit.de/2011/39/Aus-der-Welt-Suedkorea"
"Hermann Otto Solms: Nebulöses Gerede","2011.39.52597","2011-09-27","Politik, Hermann Otto Solms, Finanzkrise, Fdp, Deutsche_Politiker, Euro, Eurozone, Wolfgang Schäuble, Hermann Otto Solms, FDP, Philipp Rösler, CDU, Commerzbank, Finanzen, Griechenland, Otto, Bank, D-Mark, Euro, Euro-Zone, Finanzpolitik, Stabilitätspakt, Verfassungsgericht, Wiederbelebung, Währung, Finanzmarkt, Sanktion, Brüssel, Europa","http://www.zeit.de/2011/39/Interview-Solms"
"US-Präsident: Nur weil er schwarz ist","2011.39.52598","2011-09-25","Politik, US-Präsident, Obama-barack, Usa, Us-demokraten, US-Präsident, Barack Obama, Willy Brandt, Osama bin Laden, USA, Außenpolitik, Bankenrettung, Depression, Glaube, Lyndon B. Johnson, Rassismus, Reichensteuer, Republikaner (USA), Afghanistan, Irak, Russland, Vietnam, Europa, Guantánamo, New York, Texas, Washington D.C","http://www.zeit.de/2011/39/P-Obamamania"
"Schuldenkrise: Die Sprengkraft der Solidarität","2011.39.52599","2011-09-24","Politik, Schuldenkrise, Euro, Eurozone, Europapolitik, Finanzkrise, Slowakei, Europäische Union, Solidarität, Jyrki Katainen, EU-Beitritt, Figaro, Frankreich, Front National, Grafik, Griechenland, Reform, Rettungsschirm, Sozialismus, Berlin, Europa, Finnland, Italien, Slowakei, Spanien, Bratislava, Paris, Warschau","http://www.zeit.de/2011/39/Eurodebatte"
"Italien: Was Berlusconi kostet","2011.39.52600","2011-09-23","Politik, Italien, Italien, Berlusconi-silvio, Staatsverschuldung, Italien, Giulio Tremonti, Apulien, EU-Kommissionspräsident, Euro, José Manuel Durão Barroso, Misstrauensvotum, Opposition, Reform, Regierungschef, Sparpaket, Vatikan, Silvio Berlusconi, China, Europa, Neapel, Rom","http://www.zeit.de/2011/39/Italien"
"Syrien: Assads Albtraum","2011.39.52601","2011-09-22","Politik, Syrien, Syrien, Politiker, Muslimbruderschaft, Syrien, Recep Tayyip Erdogan, Saddam Hussein, AKP, Scharia, Türkei, Ägypten, Albtraum, Irak, Jemen, Revolution, Tunesien, USA, Istanbul, Kairo, Bagdad, Bosporus","http://www.zeit.de/2011/39/Syrische-Muslimbrueder"
"Jean Ziegler: Ich bin eine Waffe","2011.39.52602","2011-09-22","Politik, Jean Ziegler, Revolution, Kapitalismus, Menschenrechtsverletzung, Schweiz, Biographie, Christoph Blocher, Jean Ziegler, Fidel Castro, Ernesto Che Guevara, Hans-Rudolf Merz, Willy Brandt, Karl Kraus, Schweiz, Karl Liebknecht, Kuba, Weltbank, Bankgeheimnis, Kongo, Mongolei, Genf","http://www.zeit.de/2011/39/CH-Streitgespraech-Ziegler-Wegelin"
"Donnerstalk: Donau-Piraten","2011.39.52603","2011-09-22","Politik, Donnerstalk, Oesterreich, Politik, Pirat, Wikipedia, Gebäude, Mathematik, Piratenpartei, Piraterie, Sprache, Österreich, Berlin","http://www.zeit.de/2011/39/A-Donnerstalk"
"Krisenpolitik: Der Mann vom Mars","2011.39.52604","2011-09-24","Politik, Krisenpolitik, Nahost, Israel, Palaestina, Internationale_Beziehungen, FDP, Mars, UN, Nahost, Siedlungspolitik, Wiki, Griechenland, Israel, Palästinenser, Planet, Ankara, Athen, Europa, Gaza, Kairo, Palästina, Riad, Westjordanland, Ägäis","http://www.zeit.de/2011/39/P-Zeitgeist"
"Politik und Lyrik Nr. 29: Westerwelle sollte sich einen Vollbart wachsen lassen","2011.39.52605","2011-09-23","Politik, Politik und Lyrik Nr. 29, Politik, Lyrik, Guido Westerwelle, Lyrik, Gedicht, Guido Westerwelle, Frankfurt am Main","http://www.zeit.de/2011/39/Gedicht-Hindringer"
"Roman Herzog: Die dürfen nur nicken","2011.39.52606","2011-09-25","Politik, Roman Herzog, Bundespraesident, Euro, Europapolitik, Finanzkrise, Roman Herzog, Europäische Union, D-Mark, Finanzminister, Parlament, Preußen, Sparkasse, Staatsquote, Verfassung, Verfassungsgericht, Volksabstimmung, China, Europa, Brüssel","http://www.zeit.de/2011/39/Interview-Herzog"
"Organisiertes Verbrechen: Sie sind wieder da","2011.39.52607","2011-09-26","Politik, Organisiertes Verbrechen, Usa, Organisierte_kriminalitaet, Italien, Barack Obama, Camorra, Mafia, US-Regierung, WikiLeaks, USA, Neapel, USA, New York, Europa, Padua, Sizilien, Washington D.C","http://www.zeit.de/2011/39/USA-Camorra"
"Ägypten: Lasst ihn nicht sterben!","2011.39.52608","2011-09-24","Politik, Ägypten, Aegypten, Strafvollzug, Strafe, Protest, Gefaengnis, Militär, Blogger, Verhaftung, Ägypten, Frühling, Gefängnis, Grundrecht, Israel, Pluralismus, Verteidigungsminister, Wahl, Kairo","http://www.zeit.de/2011/39/P-Aegypten-Sanad-Hungerstreik"
