"id","qdap_value_ampl","qdap_nword"
"56791","-1.19016","503"
"56792","-7.0999","847"
"56793","-6.0247","824"
"56794","1.49656","510"
"56795","-0.7653","330"
"56796","6.631","2454"
"56797","-1.6838","755"
"56798","2.02732","1533"
"56799","-0.70506","921"
"56800","-1.0705","1199"
"56801","-4.72556","1536"
"56802","-3.9594","963"
"56803","-7.62982","1598"
"56804","2.58862","879"
"56805","-0.24734","591"
"56806","0.7871","382"
"56807","-4.0373","2025"
"56808","0.4611","512"
"56809","-12.52192","1776"
"56810","-4.61506","590"
"56811","4.23022","962"
"56812","2.3781","274"
"56813","-6.2555","367"
"56814","-0.79514","216"
"56815","-3.3089","1130"
"56816","-0.6961","371"
"56817","1.1262","362"
"56818","-2.95508","1202"
"56819","-2.35548","1314"
"56820","-13.23004","4734"
"56821","5.61028","1871"
"56822","-10.41806","2503"
