"id","qdap_value_ampl","qdap_nword"
"26946","-5.62918","1029"
"26947","-1.8995","191"
"26948","-0.8984","318"
"26949","0.5207","253"
"26950","-3.0282","256"
"26951","-2.49114","630"
"26952","0.3499","237"
"26953","-3.59622","2472"
"26954","-0.20828","253"
"26955","-0.64398","1386"
"26956","-2.4077","1817"
"26957","-5.23636","1102"
"26958","-4.44022","1343"
"26959","0.27652","1146"
"26960","-0.1552","254"
"26961","-2.85394","1257"
"26962","-6.59","640"
"26963","0.60768","679"
"26964","-5.8156","2378"
"26965","-0.27","189"
"26966","-0.2632","521"
"26967","-0.76872","347"
"26968","-1.74562","1403"
"26969","-5.30734","1071"
"26970","-5.6454","3356"
"26971","1.8765","1070"
"26972","-1.59064","268"
"26973","-8.79604","1885"
"26974","-8.789","2140"
"26975","-5.785","1289"
"26976","NaN","491"
"26977","-0.4157","167"
"26978","-2.3668","286"
"26979","-0.5966","210"
"26980","-1.4832","261"
"26981","-2.27854","1755"
"26982","-4.77268","1550"
"26983","-1.01094","345"
"26984","-4.95982","918"
"26985","-4.9338","687"
"26986","-0.8293","119"
