"id","qdap_value","qdap_neg","qdap_nword","sent_nneg","sent_npos","sent_negv","sent_posv","sent_nwords","sent_val","posextind","negextind","valuext"
"38921","-2.8018",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"38922","-5.5741",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"38923","-5.6473",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"38924","-6.9642",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"38925","1.1262",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"38926","-5.2842",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"38927","4.7298",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"38928","-19.5586",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"38929","-4.9373",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"38930","4.7246",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"38931","-0.0555000000000001",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"38932","-1.0325",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"38933","-1.3479",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"38934","0.236",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"38935","-4.1867",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"38936","-4.3486",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"38937","-2.9439",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"38938","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"38939","-5.5025",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"38940","-3.1683",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"38941","0.3251",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"38942","-1.5823",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"38943","-7.9526",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"38944","-2.3705",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"38945","-4.4101",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"38946","-0.3108",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"38947","-0.9714",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"38948","-2.4353",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"38949","-2.115",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"38950","-2.436",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"38951","-2.6795",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"38952","-2.1462",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"38953","-7.6599",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"38954","-0.2372",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"38955","-1.2929",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"38956","-5.6634",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"38957","-3.6893",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"38958","0.2874",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"38959","1.7183",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"38960","-1.7879",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"38961","-2.6444",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"38962","-6.2481",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"38963","4.8376",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"38964","-3.2775",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"38965","0.1029",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"38966","-0.3837",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"38967","1.137",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"38968","-2.3146",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"38969","-0.671",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"38970","-1.7551",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"38971","0.1717",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"38972","-0.1745",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
