"id","qdap_value_ampl","qdap_nword"
"27815","-5.49098","1391"
"27816","-5.01998","2524"
"27817","-1.7155","1037"
"27818","-1.6472","207"
"27819","0.3868","1089"
"27820","-1.62014","220"
"27821","-5.49898","1398"
"27822","-0.71986","499"
"27823","0.51114","566"
"27824","-0.6262","253"
"27825","-7.53722","931"
"27826","-1.05204","157"
"27827","-2.53116","1617"
"27828","-0.5661","222"
"27829","-8.75478","1827"
"27830","-3.4084","368"
"27831","-0.6257","346"
"27832","-4.27688","249"
"27833","-3.7185","641"
"27834","-3.23682","1728"
"27835","0.75378","239"
"27836","1.2923","491"
"27837","-2.36974","5045"
"27838","-5.336","1657"
"27839","-5.87042","1355"
"27840","-1.19814","1663"
"27841","-0.3114","167"
"27842","-5.09314","832"
"27843","2.60382","448"
"27844","-2.0787","872"
"27845","2.22188","497"
"27846","-0.3366","313"
"27847","-8.33224","917"
"27848","-0.5275","169"
"27849","-0.406","142"
"27850","-2.96472","418"
"27851","-2.21542","530"
"27852","-0.74932","1105"
"27853","-3.87394","1213"
"27854","-2.4082","212"
"27855","-0.8822","274"
