"id","qdap_value_ampl","qdap_nword"
"44458","-0.1335","223"
"44459","-1.68928","1009"
"44460","-5.96428","4729"
"44461","-1.3358","251"
"44462","-6.27616","2406"
"44463","-6.90574","2013"
"44464","-2.83218","253"
"44465","1.38436","697"
"44466","-0.5401","483"
"44467","1.2459","1492"
"44468","-1.13882","1444"
"44469","-4.25566","1472"
"44470","1.68282","860"
"44471","-3.9908","1215"
"44472","1.87388","375"
"44473","-2.68696","596"
"44474","-4.07806","812"
"44475","-0.4317","280"
"44476","0.2098","110"
"44477","-1.02616","794"
"44478","-2.09442","950"
"44479","-1.85904","2047"
"44480","-1.6749","315"
"44481","-5.33762","1273"
"44482","-0.5095","65"
"44483","-1.5022","1003"
"44484","-1.8041","114"
"44485","0.10742","1430"
"44486","-5.39886","592"
"44487","-0.0196","537"
"44488","-0.72904","295"
"44489","-0.58466","210"
"44490","-2.1705","908"
"44491","2.5063","1302"
"44492","4.66018","1339"
"44493","-4.53222","1377"
"44494","-1.01512","526"
"44495","-9.98796","1209"
"44496","-1.88362","1306"
"44497","0.4695","472"
"44498","-0.0778599999999998","1100"
"44499","-4.20282","942"
"44500","-1.20656","1344"
"44501","-1.34294","908"
"44502","-4.67286","1113"
"44503","-4.57648","302"
"44504","-8.95552","893"
"44505","-6.42574","992"
"44506","-4.31456","2131"
"44507","-2.4983","197"
"44508","-0.332","672"
"44509","-2.9468","385"
"44510","-1.7911","691"
"44511","-1.1018","175"
"44512","-1.76312","416"
"44513","-6.43054","1003"
"44514","0.4025","168"
"44515","0.11552","862"
"44516","-2.7086","229"
"44517","-0.3458","324"
"44518","-4.805","503"
"44519","-8.95952","884"
"44520","-0.2768","135"
"44521","-1.9398","234"
