"id","qdap_value_ampl","qdap_nword"
"29186","-0.18712","1206"
"29187","-3.85858","479"
"29188","-4.69592","605"
"29189","-1.06244","2321"
"29190","-5.08348","1513"
"29191","-9.98264","1681"
"29192","-3.7661","1431"
"29193","-13.0108","1803"
"29194","-2.0795","179"
"29195","-2.54574","883"
"29196","-15.96894","4973"
"29197","-0.35296","182"
"29198","-0.1956","113"
"29199","-4.30264","1349"
"29200","0.1329","143"
"29201","-3.447","379"
"29202","-0.2155","203"
"29203","-3.266","502"
"29204","0.019","251"
"29205","0.0161","172"
"29206","0.4758","112"
"29207","0.8773","438"
