"id","qdap_value_ampl","qdap_nword"
"55055","0.66634","275"
"55056","-0.3823","884"
"55057","-1.2177","975"
"55058","-3.91354","753"
"55059","-0.8958","121"
"55060","-1.3309","94"
"55061","-10.4348","1726"
"55062","-7.60744","596"
"55063","-2.45212","1453"
"55064","0.87514","650"
"55065","0.97552","260"
"55066","2.38264","984"
"55067","-3.27986","962"
"55068","-4.25206","1544"
"55069","-15.55436","2876"
"55070","-4.81772","1466"
"55071","-1.34946","1362"
"55072","-0.2828","385"
"55073","-5.42446","487"
"55074","-1.4123","693"
"55075","-0.0243599999999999","874"
"55076","-6.5802","3034"
"55077","2.02794","800"
"55078","3.06632","574"
"55079","-0.26688","972"
"55080","0.0976400000000002","320"
"55081","-0.91058","1285"
"55082","0.60722","305"
"55083","-2.76098","524"
"55084","0.57454","600"
"55085","-6.09928","2074"
"55086","-2.6356","748"
"55087","-11.52402","1231"
"55088","0.96","1143"
"55089","-1.13426","796"
"55090","3.23054","1586"
"55091","-4.87076","1506"
"55092","0.2016","327"
