"id","qdap_value_ampl","qdap_nword"
"54034","-12.20142","989"
"54035","-1.5372","405"
"54036","0.50794","1001"
"54037","-2.73278","376"
"54038","-1.0182","1122"
"54039","-3.44482","782"
"54040","-8.75258","1099"
"54041","-14.8676","5478"
"54042","-3.2731","449"
"54043","-1.39916","648"
"54044","-0.33592","702"
"54045","-10.0571","809"
"54046","3.27222","569"
"54047","-1.83922","871"
"54048","-2.86782","959"
"54049","-19.036","1807"
"54050","-4.3598","430"
"54051","-1.85442","268"
"54052","-14.63998","2470"
"54053","-1.80234","485"
"54054","-2.67686","359"
"54055","-0.0764600000000002","323"
"54056","-3.4335","523"
"54057","-0.74906","768"
"54058","-2.11434","479"
"54059","0.34032","429"
"54060","-3.96394","318"
"54061","-17.46152","3052"
"54062","4.5074","1557"
"54063","-13.82254","1856"
"54064","-3.74086","1742"
"54065","-1.36824","1212"
