"id","qdap_value_ampl","qdap_nword"
"49060","-1.38632","1704"
"49061","-1.07354","1183"
"49062","-4.76402","1965"
"49063","-1.20076","1288"
"49064","-0.2134","1585"
"49065","-5.84696","720"
"49066","-7.00792","1095"
"49067","-1.04362","909"
"49068","-4.85856","1563"
"49069","-10.41096","2216"
"49070","-1.21496","1505"
"49071","1.96462","510"
"49072","-5.17022","786"
"49073","-8.87934","1022"
"49074","-9.87736","2365"
"49075","-1.7721","186"
"49076","-1.1925","1484"
"49077","-3.0999","433"
"49078","-6.03784","1324"
"49079","-1.84976","934"
"49080","-7.61404","1414"
"49081","-5.45258","1455"
