"id","qdap_value_ampl","qdap_nword"
"33776","-3.91264","855"
"33777","-0.3263","573"
"33778","1.03824","2087"
"33779","-3.42908","582"
"33780","-1.93604","961"
"33781","-0.844","414"
"33782","-0.5509","214"
"33783","-3.77278","1051"
"33784","-0.1318","396"
"33785","-4.72836","1362"
"33786","-0.32818","168"
"33787","-1.3557","242"
"33788","1.10202","547"
"33789","-0.3481","595"
"33790","-10.47136","1194"
"33791","-3.41586","691"
"33792","-2.09138","1531"
"33793","-3.05308","1504"
"33794","-3.06752","1342"
"33795","-2.66828","386"
"33796","-0.2459","376"
"33797","-0.82904","240"
"33798","0.004","85"
"33799","0.781","605"
"33800","-0.37152","340"
"33801","-2.87404","209"
"33802","-4.82798","1771"
"33803","-0.93014","652"
"33804","1.33632","213"
"33805","-3.00366","574"
"33806","0.35018","231"
"33807","-0.26532","436"
"33808","0.3694","123"
"33809","-1.4363","184"
"33810","-3.2065","409"
"33811","3.8868","2894"
"33812","-0.74976","1656"
"33813","-21.46596","1409"
"33814","-2.72814","874"
"33815","-1.0321","181"
"33816","-7.21626","1462"
"33817","-5.68434","674"
"33818","-0.71764","185"
"33819","3.12224","1864"
"33820","-0.7252","751"
"33821","1.2758","245"
"33822","0.0478000000000001","196"
"33823","-0.82904","213"
"33824","0.22206","1185"
"33825","0.9626","374"
"33826","-4.76608","1110"
"33827","-4.28096","407"
"33828","-2.85558","830"
"33829","-0.4044","238"
"33830","-0.30876","1253"
