"id","qdap_value","qdap_neg","qdap_nword","sent_nneg","sent_npos","sent_negv","sent_posv","sent_nwords","sent_val","posextind","negextind","valuext"
"55724","-2.0724",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"55725","-9.5148",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"55726","0.1838",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"55727","1.9628",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"55728","-0.8433",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"55729","0.758",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"55730","-6.3947",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"55731","-2.1681",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"55732","-7.0628",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"55733","0.5916",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"55734","-3.2468",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"55735","-11.2532",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"55736","-0.6598",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"55737","0.8796",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"55738","-3.8776",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"55739","-5.8611",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"55740","1.0179",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"55741","-3.1326",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"55742","-4.9618",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"55743","-1.9118",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"55744","-0.2469",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"55745","-2.378",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"55746","-7.6638",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"55747","-4.5553",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"55748","-3.5107",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"55749","-0.3385",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"55750","1.1633",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
