"title","number","date","keywords","link"
"Zeitgeist: Reformruine D","2014.43.58031","2014-10-16","Politik, Zeitgeist, OECD, BIP, Chemie, Kaufkraft","http://www.zeit.de/2014/43/deutschland-konjunktur-zeitgeist"
"Auslandseinsätze der Bundeswehr: Pazifismus für alle","2014.43.58032","2014-10-19","Politik, Auslandseinsätze der Bundeswehr, Bundesregierung, UN-Sicherheitsrat, Afghanistan, Bundeswehr, Bundeswehreinsatz, Bundeswehrsoldat, Intervention, Mauerfall","http://www.zeit.de/2014/43/pazifismus-auslandseinsaetze-bundeswehr"
"Helmut Kohl: Kanzler der Gemeinheit?","2014.43.58033","2014-10-19","Politik, Helmut Kohl, Angela Merkel, Helmut Kohl, DDR, Ostdeutschland","http://www.zeit.de/2014/43/helmut-kohl-vermaechtnis-osten"
"Gesundheitswesen: Was soll dieser Kampfbegriff?","2014.43.58034","2014-10-17","Politik, Gesundheitswesen, Alkoholismus, Carlos, Drogenpolitik, Langzeitarbeitslosigkeit, Sozialstaat, Polen, USA, Zürich","http://www.zeit.de/2014/43/sozialindustrie-schweiz-sozialwesen-kritik"
"Gesundheit: Er weiß, was Milliardäre wollen","2014.43.58035","2014-10-17","Politik, Gesundheit, Medizin, Krankenhaus, Gesundheit, Schweiz","http://www.zeit.de/2014/43/medizintourismus-schweiz-zurich-clinic"
"Donnerstalk: Hinter Gittern","2014.43.58036","2014-10-16","Politik, Donnerstalk, Alfred Dorfer, Österreich, Ernst Strasser, Korruption","http://www.zeit.de/2014/43/oesterreich-innenminister-strasser"
"Kaspanaze Simma: Die Welt, wie sie sein sollte","2014.43.58037","2014-10-16","Politik, Kaspanaze Simma, Österreich, Grüne, ÖVP, Ivan Illich, Vorarlberg, Landwirtschaft","http://www.zeit.de/2014/43/oesterreich-kaspanaze-simma-landwirt"
"Spanischer Bürgerkrieg: Legionäre des Faschismus","2014.43.58038","2014-10-16","Politik, Spanischer Bürgerkrieg, Österreich, Francisco Franco, Spanien, Bürgerkrieg, Faschismus, Europa","http://www.zeit.de/2014/43/osterreich-franco-spanischer-buergerkrieg"
"SVP: Das ist Stimmungsmache","2014.43.58039","2014-10-17","Politik, SVP, Europäische Union, SVP, Aufklärung, Minarett, Schweiz, Basel, Europa, Zürich","http://www.zeit.de/2014/43/schweiz-leserbriefe-svp"
"Konflikte: Was für alle gilt","2014.43.58040","2014-10-21","Politik, Konflikte, Europäische Union, Nato, Vereinte Nationen, Partnerschaft, USA, Frankreich, Irak, Italien, Ukraine, Europa, Maidan","http://www.zeit.de/2014/43/konflikte-engagement-demokratie-freiheit"
"Donezk: In der Republik der Lügen","2014.43.58041","2014-10-21","Politik, Donezk, Ukraine, Bunker, Frieden, Krieg, Republik, Waffenruhe, Donezk, Kiew","http://www.zeit.de/2014/43/ukraine-krieg-donezk"
"Nord-Süd-Achse: Die Quote diskriminiert","2014.43.58042","2014-10-16","Politik, Nord-Süd-Achse","http://www.zeit.de/2014/43/CH-Nord-Sued"
"Dausend: Deutsche Riesen","2014.43.58043","2014-10-16","Politik, Dausend, Friedrich Merz, Ber, Medien, Globalisierung, Zeitung","http://www.zeit.de/2014/43/dausend-friedrich-merz-comeback"
"Muslime in Deutschland: Sie sehen aus wie ein Agent","2014.43.58044","2014-10-16","Politik, Muslime in Deutschland, Demonstration, Islamischer Staat, Hamburg, Kurden, Kobani, Meinungsfreiheit, CIA, Allah, App, Smartphone, Tschetschenien, Frankreich, Berlin, Celle, Palästina","http://www.zeit.de/2014/43/muslime-hamburg-al-nour-moschee"
