"title","number","date","keywords","link"
"Die Rebellion des Leoluca Orlando: Gegen Mafia und Machtkartell |","1990.51.1591","1990-12-14","DIE ZEIT, Die Rebellion des Leoluca Orlando, Leoluca Orlando, Aldo Moro, Francesco Cossiga, Giulio Andreotti, Mafia, Italien, Palermo, Heidelberg, Rom, Sizilien","http://www.zeit.de/1990/51/gegen-mafia-und-machtkartell"
"Bonner Bühne: Draußen vor der Tür |","1990.51.1592","1990-12-14","DIE ZEIT, Bonner Bühne, Wolfgang Schäuble, Burkhard Hirsch, Bühne, FDP, Hans-Jochen Vogel, Willy Brandt, Eberhard Diepgen, Gerhart Baum, Reise, Bundesrat, Bundestag, Golf, Rechtsstaat, Walter Momper, Berlin, Bonn, Bagdad, Rom, Washington D.C","http://www.zeit.de/1990/51/draussen-vor-der-tuer"
"Polen nach der Präsidentenwahl: Ein Volk mit gekränktem Stolz |","1990.51.1593","1990-12-14","DIE ZEIT, Polen nach der Präsidentenwahl, Polen, Lech Wa??sa, Elias Canetti, Katholische Kirche, Kommunismus, Stichwahl, Kanada, MIT, Präsidentenwahl, Danzig, Warschau","http://www.zeit.de/1990/51/ein-volk-mit-gekraenktem-stolz"
"Grenzgänger zwischen Ost und West |","1990.51.1594","1990-12-14","DIE ZEIT, , Alter, Armut, Beziehung, Bodenschätze, Dorf, Getreide, Hauptstadt, KGB, Mediziner, Reichtum, Sprache, Technik, Russland, Sowjetunion, USA, Los Angeles, Moskau, Oder, Ural, Washington D.C","http://www.zeit.de/1990/51/grenzgaenger-zwischen-ost-und-west"
"Worte der Woche |","1990.51.1595","1990-12-14","DIE ZEIT, , CDU, SPD, Grüne, Joschka Fischer, Margaret Thatcher, Michail Gorbatschow, Björn Engholm, Otto Graf Lambsdorff, Friedensnobelpreis, Izchak Schamir, James Baker, Junge Union, Kommunistische Partei, Landtag, Ministerpräsident, Norbert Gansel, Václav Havel, Wladimir Iljitsch Lenin","http://www.zeit.de/1990/51/worte-der-woche"
"Rückblick: Frankreich: Aufstand gegen die Alten |","1990.51.1596","1990-12-14","DIE ZEIT, Rückblick: Frankreich, Frankreich, Jacques Chirac, John F. Kennedy, Alte, Gesundheitsminister, Minister, Mond, Offenheit, Regierungschef, Lyon","http://www.zeit.de/1990/51/aufstand-gegen-die-alten"
"Ben Witter: Angetippt |","1990.51.1597","1990-12-14","DIE ZEIT, Ben Witter, Ben Witter, DDR, Gedächtnis, Kapitalismus, Lehrer, Sozialismus, Verlust, Siegen","http://www.zeit.de/1990/51/angetippt"
"Sowjetunion in der Krise: Der Winter der Generale |","1990.51.1598","1990-12-14","DIE ZEIT, Sowjetunion in der Krise, Sowjetunion, Winter, Michail Gorbatschow, Rüstungsindustrie, Brasilien, Jugoslawien, Polen, Moskau","http://www.zeit.de/1990/51/der-winter-der-generale"
"Medien in den neuen Bundesländern: Politik nach Gutsherrenart |","1990.51.1599","1990-12-14","DIE ZEIT, Medien in den neuen Bundesländern, Medien, Manfred Stolpe, ARD, NDR, SPD, ZDF, Kurt Biedenkopf, DDR, Intendant, Berlin, Brandenburg, Babelsberg, Ostberlin, Sachsen, Sachsen-Anhalt, Thüringen","http://www.zeit.de/1990/51/politik-nach-gutsherrenart"
"Vor den Gesprächen zwischen Washington und Bagdad: Ist der Krieg am Golf zu vermeiden?: Teufel im Paradies der Ölscheichs |","1990.51.1600","1990-12-14","DIE ZEIT, Vor den Gesprächen zwischen Washington und Bagdad: Ist der Krieg am Golf zu vermeiden?, Krieg, Washington D.C., Golf, Diplomat, Saudi Arabien, Wüste, Irak, Bagdad, Kuwait, Dallas, Dschidda, Riad, Washington D.C","http://www.zeit.de/1990/51/teufel-im-paradies-der-oelscheichs"
