"title","number","date","keywords","link"
"Papst-Auto: Fast 190.000 Euro für Papst-Golf","2005.19.34985","2005-05-06","Politik, Papst-Auto, Euro, Benedikt XVI, Ebay, Joseph Ratzinger, Auktion, Auto, Casino, Elfmeter, Golf, Hochzeitskleid, Sauerland, USA","http://www.zeit.de/2005/19/papstgolf"
"tuerkei: Gerhard Schröder stärkt Tayyip Erdogan den Rücken","2005.19.34986","2005-05-11","Politik, tuerkei","http://www.zeit.de/2005/19/tuerkeireise"
"energie: Aus für Atomkraftwerk Obrigheim","2005.19.34987","2005-05-11","Politik, energie, Windenergie, Energiepolitik, Alternative_energie, Alternative_energie, Kontra, Regierung, Koalition, Energiequelle, Alternative, Windenergie, Energiepolitik, Energie und Rohstoff, Alternative Energie, Kontra, Regierung, Koalition, Energiequelle","http://www.zeit.de/2005/19/obrigheim"
"Insekten der Republik","2005.19.34988","2005-05-04","Politik, , FDP, Opel, SPD, Dax-Unternehmen, Gewalt, Sozialstaat, Wetter, Insekten, Republik, Berlin, Duisburg","http://www.zeit.de/2005/19/Insekten_der_Republik"
"entwicklungspolitik: Gute Regierungsführung ist kein Luxus","2005.19.34989","2005-05-11","Politik, entwicklungspolitik","http://www.zeit.de/2005/19/weltbank"
"europareise: Russland am Pranger","2005.19.34990","2005-05-11","Politik, europareise, Terrorismus, Politiker, Internationale_Beziehungen, Innere_sicherheit, Innenpolitik, Aussenpolitik, Kontra, Verhältnis, Folgen, Elite, Terrorismus, Politiker, Internationale Beziehungen, Innere Sicherheit, Innenpolitik, Außenpolitik, Kontra, Verhältnis, Folgen","http://www.zeit.de/2005/19/russl_bush"
"grossbritannien: Blair bildet nach Wiederwahl Regierung um","2005.19.34991","2005-05-11","Politik, grossbritannien, Innenpolitik, Karriere, Internationale_Beziehungen, Beruf, Aussenpolitik, Arbeit, Regierung, Partei, Krieg, Chroniken, Innenpolitik, Karriere, Internationale Beziehungen, Beruf, Außenpolitik, Arbeit und Sozialstaat, Regierung, Partei, Krieg","http://www.zeit.de/2005/19/wahl_reg_gb"
"Interview: Ein Superstar, den keiner kennt","2005.19.34992","2005-05-11","Politik, Interview, Musiker, Musik, Popmusik, Musik, Album, Buddy Holly, CBS, Diana Ross, Gitarre, Johnny Cash, Porsche, Tina Turner, Rock, Gibraltar, Kalifornien, London, New York, Musiker, Musik","http://www.zeit.de/2005/19/alberthammond"
"diplomatie: Wie ein Würstchen im Hot Dog","2005.19.34993","2005-05-11","Politik, diplomatie, Internationale_Beziehungen, Aussenpolitik, Terrorismus, Politiker, Innere_sicherheit, Innenpolitik, Kontra, Verhältnis, Folgen, Elite, Internationale Beziehungen, Außenpolitik, Terrorismus, Politiker, Innere Sicherheit, Innenpolitik, Kontra, Verhältnis, Folgen","http://www.zeit.de/2005/19/Bush_Georgien"
"usa: Showdown im Senat","2005.19.34994","2005-05-11","Politik, usa, Vhb_Waffen, Umfrage, Krise, Krieg, Geheimdienst, Atomwaffe, Waffen, Umfrage, Krise, Krieg, Geheimdienst","http://www.zeit.de/2005/19/bolton"
"usa: Der grobschlächtige Holzhacker","2005.19.34995","2005-05-11","Politik, usa, Innenpolitik, Unternehmen, Forschung, Natur, Klimaschutz, Klima, Betriebswirtschaft, Kohlendioxid, Klimaschutzpolitik, Erderwärmung, Wahlkampf, Innenpolitik, Unternehmen, Natur und Technik, Natur, Klimaschutz, Klima, Betriebswirtschaft, Kohlendioxid, Klimaschutzpolitik, Erderwärmung","http://www.zeit.de/2005/19/us_umwelt"
"afrika: Warum Togo wichtig ist","2005.19.34996","2005-05-04","Politik, afrika, Afrika, Ausländer, Anschlag, Asyl, Bürgerkrieg, Diktatur, Folter, Tageszeitung, Togo, Elfenbeinküste, Frankreich, Liberia, Nigeria, Sierra Leone, Simbabwe, Guinea, Paris","http://www.zeit.de/2005/19/Togo"
"nrw: TV-Duell Steinbrück – Rüttgers","2005.19.34997","2005-05-11","Politik, nrw, Werbung_und_Marketing, Sozialstaat, Karriere, Image, Beruf, Arbeit, Reform, Portrait, Partei, Werbung und Marketing, Sozialstaat, Karriere, Image, Beruf, Arbeit und Sozialstaat, Reform, Portrait","http://www.zeit.de/2005/19/duell_vorab"
"8. Mai: NPD darf nicht am Holocaust-Mahnmal marschieren","2005.19.34998","2005-05-11","Politik, 8. Mai","http://www.zeit.de/2005/19/npd_demo"
"atomwaffen: Tunnel wie in Pakistan","2005.19.34999","2005-05-11","Politik, atomwaffen","http://www.zeit.de/2005/19/atom"
"politikregeln: Politik – undankbar und spannend","2005.19.35000","2005-05-11","Politik, politikregeln","http://www.zeit.de/2005/19/pol_spannend"
"diplomatie: Die Georgische Inspiration","2005.19.35001","2005-05-11","Politik, diplomatie, Werbung_und_Marketing, Karriere, Image, Beruf, Arbeit, Wahlnachlese, Portrait, Werbung und Marketing, Karriere, Image, Beruf, Arbeit und Sozialstaat, Wahlnachlese","http://www.zeit.de/2005/19/Bush_Georgien2"
