"id","qdap_value_ampl","qdap_nword"
"23521","-0.3578","18"
"23522","-0.78068","596"
"23523","-0.08934","176"
"23524","1.8664","833"
"23525","-1.95024","827"
"23526","-1.45812","686"
"23527","-1.20508","361"
"23528","-6.47716","1695"
"23529","-9.11486","1932"
"23530","-1.33096","2117"
"23531","-2.11222","316"
"23532","-0.0242","190"
"23533","-2.59204","577"
"23534","-10.02154","2315"
"23535","-4.95774","817"
"23536","-0.3582","173"
"23537","-1.4009","250"
"23538","-8.88992","4365"
"23539","-4.10402","673"
"23540","-4.2396","1299"
"23541","-3.77104","598"
"23542","0","7"
"23543","-6.79972","1075"
"23544","-1.76372","704"
"23545","-0.72392","392"
"23546","-0.53494","258"
"23547","-3.86916","1167"
"23548","-0.68344","220"
"23549","-3.15986","577"
"23550","-0.95002","235"
"23551","-2.45292","542"
"23552","-0.20916","428"
"23553","-0.5516","342"
"23554","0.6485","217"
"23555","1.18592","251"
"23556","-0.4239","145"
"23557","0.64926","95"
"23558","-3.81806","489"
"23559","0.3982","108"
"23560","-0.6288","324"
"23561","-1.69796","505"
"23562","2.8276","375"
"23563","-2.76288","1021"
