"title","number","date","keywords","link"
"US-Wahlkampf: Obamas Schatten","2008.36.46190","2009-03-31","Politik, US-Wahlkampf, Usa, Us-wahlkampf, Kandidat, Barack Obama, Britney Spears, John McCain, Joe Biden, John F. Kennedy, John Kerry, Paris Hilton, George McGovern, Georgien, Hoffnung, Michael Dukakis, Parteitag, Siegessäule, Verpackung, US Wahlkampf, USA, Denver, Hawaii","http://www.zeit.de/2008/36/01-Obama"
"","2008.36.46191","2008-08-28","Politik","http://www.zeit.de/2008/36/01-Anriss-sterreich-neu"
"","2008.36.46192","2008-08-28","Politik","http://www.zeit.de/2008/36/01-Inhalt-1"
"","2008.36.46193","2008-08-28","Politik","http://www.zeit.de/2008/36/01-Inhalt-2"
"","2008.36.46194","2008-08-28","Politik","http://www.zeit.de/2008/36/01-Magazin"
"","2008.36.46195","2008-08-28","Politik","http://www.zeit.de/2008/36/01-Online"
"","2008.36.46196","2008-08-28","Politik","http://www.zeit.de/2008/36/DOS-BUs"
"","2008.36.46197","2008-09-02","Politik, , Radtour, Rätsel, Hamburg","http://www.zeit.de/2008/36/KI-36-Eckchen"
"","2008.36.46198","2008-09-02","Politik, , Diamant, Frühstück, Geschwister, Rose, Schmuck, Afrika, London","http://www.zeit.de/2008/36/KI-36-Sandelf_12"
"","2008.36.46199","2008-09-02","Politik, , Apple, Buch, Schmuck, IPod, Hamburg, Oder","http://www.zeit.de/2008/36/KI-36-sandelf-r-tselfrage"
"","2008.36.46200","2008-09-02","Politik, , Autor, Herbst, Übersetzung","http://www.zeit.de/2008/36/KI-36-sandelf-vorspann"
"","2008.36.46201","2008-08-28","Politik","http://www.zeit.de/2008/36/Mladic-BU"
"","2008.36.46202","2008-09-02","Politik, , Reise, Geld, Globalisierung, Natur, Urlaub, Monaco","http://www.zeit.de/2008/36/N-chsteWoche36"
"","2008.36.46203","2008-09-02","Politik, , Militär, Russland, Georgien, Import, Moskau","http://www.zeit.de/2008/36/Ruslands-Weltsicht-Vorspann"
"","2008.36.46204","2008-09-02","Politik, , Williams, Queen, Autobiografie, Weihnachten, Import, Peking","http://www.zeit.de/2008/36/W-Menschen-36"
"","2008.36.46205","2008-09-02","Politik, , Wilhelm Molterer, ÖVP, Import","http://www.zeit.de/2008/36/Wowos"
"Zypern: Neue Gespräche über Zyperns Wiedervereinigung","2008.36.46206","2008-09-03","Politik, Zypern, Europäische Union, Wiedervereinigung, UN, Alexander Downer, Zypern, Kofi Annan, Putsch, Türkei, Vereinte Nationen, Atmosphäre, Bildung, Flughafen, Gebäude, Griechenland, Nordzypern","http://www.zeit.de/online/2008/36/neue"
"Kanzlerkandidatur: Wo bleibt Steinmeier?","2008.36.46207","2008-09-07","Politik, Kanzlerkandidatur, Politiker, Spd, Kandidat, Regierungschef, Frank Walter Steinmeier, Franz Müntefering, Gerhard Schröder, Kurt Beck, Helmut Kohl, SPD, Andrea Ypsilanti, Gesine Schwan, Bundestag, Bundestagswahlkampf, Bundesversammlung, Diplomatie, Kanzleramt, Hessen","http://www.zeit.de/2008/36/Steinmeier"
"Kaukasus: Erkenne deinen Gegner","2008.36.46208","2009-08-13","Politik, Kaukasus, Russland, Krieg, Internationale_Beziehungen, Europapolitik, Mao Zedong, China, Georgien, Russland, Chiang Kai-shek, Francis Fukuyama, Kaukasus, Politikwissenschaft, Afghanistan, Australien, Indien, Irak, Israel, Sowjetunion, USA, Asien, Europa","http://www.zeit.de/2008/36/Op-ed-36"
"Kaukasus-Konflikt: Sein ist die Rache","2008.36.46209","2009-08-13","Politik, Kaukasus-Konflikt, Georgien, Flugzeugunglueck, Leben, Schicksal, Tod, Toetungsdelikt, Minister, Krieg, Boeing, Russland, Georgien, Schweiz, Soja, Tupolew, Flughafen, Moskau, Zürich, Überlingen, Barcelona, Südossetien, Europa","http://www.zeit.de/2008/36/DOS-Witalij-Kalojew"
"Serbien: Ratko, mein Held, mein Cousin","2008.36.46210","2008-12-28","Politik, Serbien, Kriegsverbrechen, Serbien, Radovan Karadžic, Europäische Union, Serbien, Bosnien und Herzegowina, Gitarre, Jugoslawien, Krieg, Srebrenica, Den Haag, Europa, Sarajevo","http://www.zeit.de/2008/36/Mladic_neu"
"Österreich: Kleine Nudelkunde","2008.36.46211","2008-09-10","Politik, Österreich, Oesterreich, Politik, Gesellschaft, Gesellschaft_und_soziales_Leben, Österreich, Alfred Dorfer, Forum, Nordkorea","http://www.zeit.de/2008/36/Donnerstalk"
