"id","qdap_value_ampl","qdap_nword"
"42757","0.10762","5208"
"42758","-2.29314","372"
"42759","-3.302","231"
"42760","-3.22824","1443"
"42761","-5.4007","1341"
"42762","-4.79276","985"
"42763","-1.6579","1419"
"42764","-0.65142","1314"
"42765","-0.32768","585"
"42766","1.28454","239"
"42767","-0.95514","308"
"42768","-1.3198","1991"
"42769","0.0336","243"
"42770","-3.86108","615"
"42771","-7.03712","1690"
"42772","-2.16714","2429"
"42773","-7.34002","1574"
"42774","-2.0942","80"
"42775","-1.70488","884"
"42776","-6.27328","595"
"42777","-8.00246","1238"
"42778","-0.1852","257"
"42779","-1.05446","1230"
"42780","-1.6114","237"
"42781","2.53338","400"
"42782","0.2453","269"
"42783","-0.322","172"
"42784","-1.83308","278"
"42785","0.028","91"
"42786","-0.57624","464"
"42787","-1.7851","261"
"42788","0.004","65"
"42789","-3.17808","725"
"42790","-2.04196","449"
"42791","-6.7483","757"
"42792","-3.9285","617"
"42793","-0.992","225"
"42794","-0.13966","692"
"42795","-0.5938","228"
"42796","-0.11528","5155"
"42797","0.0149","154"
"42798","-9.89524","821"
"42799","-0.82288","172"
"42800","-0.5589","329"
"42801","-3.78868","1063"
"42802","-8.19934","834"
"42803","-7.35726","1634"
"42804","-0.3387","101"
"42805","-0.03672","77"
"42806","-2.5172","298"
"42807","-1.57256","1220"
"42808","-2.68096","1108"
"42809","0.84234","117"
"42810","-1.39428","337"
"42811","4.99432","1352"
"42812","-2.16818","610"
"42813","0.0505000000000001","397"
"42814","-9.72474","2498"
"42815","-2.1476","1360"
"42816","-5.38218","1203"
"42817","0.0136","194"
"42818","0.89264","177"
