"id","qdap_value_ampl","qdap_nword"
"43742","-2.86414","1926"
"43743","-6.89336","681"
"43744","1.58596","223"
"43745","-0.2453","542"
"43746","1.15862","432"
"43747","-4.38242","1243"
"43748","-14.78402","1979"
"43749","-6.73846","1906"
"43750","-3.31244","1094"
"43751","-2.3987","303"
"43752","-4.20992","596"
"43753","0.5854","88"
"43754","-10.8434","1265"
"43755","-2.45924","781"
"43756","-0.1808","262"
"43757","-0.57998","1563"
"43758","-2.2278","1037"
"43759","-4.89548","1396"
"43760","-5.05972","1391"
"43761","3.47478","282"
"43762","-7.93602","1201"
"43763","-3.81042","1166"
"43764","-0.82138","231"
"43765","0.4101","220"
"43766","-1.36006","568"
"43767","0.39948","225"
"43768","2.4733","953"
"43769","0.004","54"
"43770","-1.4819","298"
"43771","-0.12406","1152"
"43772","-8.64028","1039"
"43773","-6.80028","1239"
"43774","-1.4461","386"
"43775","-4.70102","1229"
"43776","-7.06216","1389"
"43777","0.54728","661"
"43778","-2.99172","863"
"43779","-0.915","294"
"43780","-1.89466","576"
"43781","-3.34878","706"
"43782","-4.6261","660"
"43783","-9.74718","960"
"43784","-9.48644","1004"
"43785","-0.623","609"
"43786","-2.5055","607"
"43787","-1.53486","408"
"43788","-4.7288","265"
"43789","0.2658","400"
"43790","-0.8437","466"
"43791","-5.3559","1047"
"43792","0.42676","656"
"43793","1.17894","488"
"43794","-4.85694","666"
"43795","-1.42228","795"
"43796","-0.54974","758"
"43797","0.1817","510"
"43798","-0.99816","172"
"43799","-0.76698","496"
"43800","-1.7512","419"
"43801","0.88506","704"
"43802","-9.0297","750"
"43803","-1.70332","504"
"43804","-3.32298","392"
"43805","-5.7646","936"
"43806","-1.36006","587"
"43807","-2.3679","302"
"43808","-0.94014","720"
"43809","-1.7915","203"
"43810","0.1326","233"
"43811","-6.1374","678"
"43812","-2.74068","1457"
"43813","0.159","150"
"43814","-1.0646","2028"
"43815","0.5653","124"
"43816","0.87044","149"
"43817","-0.40556","1481"
"43818","-0.5788","1646"
"43819","-2.1021","1283"
"43820","-0.40054","807"
"43821","-3.68126","928"
"43822","-0.01652","267"
"43823","1.29608","255"
"43824","-3.32524","1650"
"43825","-4.3116","931"
"43826","0.3385","860"
"43827","-5.45318","1623"
"43828","-6.91374","1454"
"43829","-0.00464000000000017","232"
"43830","-0.27186","2004"
"43831","6.02856","513"
"43832","-0.6944","283"
"43833","-0.28826","525"
"43834","-2.55186","834"
"43835","-2.8522","504"
"43836","-5.17044","658"
"43837","0.52974","563"
"43838","0.0974","130"
"43839","2.25858","676"
"43840","-3.15786","336"
"43841","-4.51874","592"
"43842","-0.2644","148"
"43843","-0.70354","281"
"43844","0.1385","317"
"43845","2.9502","886"
"43846","-1.43374","896"
"43847","-5.4615","1049"
"43848","-4.27432","1157"
"43849","-1.7754","1297"
